,lmList,bbox,center
10,"[[576, 400, 0], [534, 390, -2], [501, 359, -4], [489, 324, -10], [493, 292, -13], [532, 306, 20], [502, 298, -2], [507, 330, -14], [523, 345, -19], [550, 300, 13], [512, 293, -13], [520, 335, -19], [541, 344, -15], [569, 297, 0], [528, 292, -26], [536, 332, -20], [556, 340, -7], [591, 296, -11], [549, 294, -28], [551, 324, -24], [569, 332, -16]]","(489, 292, 102, 108)","(540, 346)"
11,"[[579, 398, 0], [537, 391, -3], [501, 359, -6], [489, 322, -12], [495, 290, -14], [532, 308, 16], [502, 294, -6], [508, 327, -17], [525, 344, -21], [551, 301, 9], [514, 292, -17], [524, 333, -21], [545, 344, -16], [570, 297, -1], [530, 290, -28], [539, 331, -22], [561, 340, -10], [592, 294, -13], [548, 293, -31], [552, 323, -28], [571, 332, -20]]","(489, 290, 103, 108)","(540, 344)"
12,"[[579, 399, 0], [536, 389, -2], [502, 358, -3], [490, 322, -9], [495, 290, -13], [528, 311, 19], [501, 296, -2], [506, 328, -14], [522, 345, -18], [546, 304, 11], [512, 292, -14], [521, 333, -19], [542, 344, -14], [566, 299, 0], [529, 290, -25], [538, 330, -20], [558, 340, -8], [591, 296, -12], [550, 292, -28], [552, 321, -24], [570, 331, -16]]","(490, 290, 101, 109)","(540, 344)"
13,"[[577, 405, 0], [534, 387, 0], [506, 355, -2], [492, 323, -10], [495, 293, -14], [541, 303, 20], [507, 294, 2], [512, 327, -7], [530, 339, -11], [557, 297, 12], [514, 293, -10], [521, 333, -13], [542, 340, -9], [574, 294, 0], [527, 292, -23], [533, 332, -16], [554, 339, -4], [590, 296, -13], [545, 299, -28], [547, 327, -24], [566, 335, -15]]","(492, 292, 98, 113)","(541, 348)"
14,"[[575, 407, 0], [532, 386, 2], [507, 355, 0], [495, 325, -7], [494, 295, -11], [541, 301, 23], [505, 293, 2], [509, 325, -9], [525, 342, -15], [556, 296, 13], [511, 293, -9], [518, 332, -15], [538, 343, -12], [572, 293, 0], [522, 294, -22], [529, 333, -17], [551, 343, -7], [587, 295, -15], [538, 298, -29], [542, 327, -25], [561, 337, -16]]","(494, 293, 93, 114)","(540, 350)"
15,"[[578, 408, 0], [534, 387, 0], [507, 356, -2], [493, 325, -10], [493, 295, -15], [545, 301, 22], [508, 293, 1], [513, 325, -12], [531, 342, -18], [560, 295, 13], [513, 292, -12], [520, 332, -18], [542, 343, -15], [575, 292, 0], [524, 293, -25], [531, 333, -20], [553, 342, -8], [588, 295, -15], [539, 299, -31], [543, 328, -27], [564, 336, -18]]","(493, 292, 95, 116)","(540, 350)"
16,"[[579, 409, 0], [534, 392, -3], [504, 360, -7], [491, 327, -14], [492, 296, -18], [540, 304, 17], [502, 295, -4], [509, 329, -17], [527, 343, -23], [556, 298, 10], [510, 295, -15], [519, 335, -20], [542, 343, -17], [572, 294, -1], [523, 294, -26], [532, 334, -20], [555, 341, -9], [588, 295, -14], [539, 299, -31], [543, 328, -28], [564, 337, -20]]","(491, 294, 97, 115)","(539, 351)"
17,"[[578, 409, 0], [534, 390, -1], [504, 359, -4], [490, 326, -11], [493, 295, -16], [537, 305, 22], [503, 296, 0], [510, 329, -13], [528, 346, -19], [554, 299, 14], [511, 294, -11], [520, 335, -17], [542, 346, -13], [571, 295, 1], [525, 294, -24], [534, 333, -18], [556, 343, -6], [590, 296, -12], [543, 296, -28], [547, 326, -24], [565, 336, -15]]","(490, 294, 100, 115)","(540, 351)"
18,"[[586, 399, 0], [541, 388, -4], [500, 356, -8], [487, 318, -14], [503, 289, -17], [536, 306, 14], [506, 291, -7], [512, 324, -19], [527, 339, -24], [556, 301, 9], [521, 291, -15], [531, 333, -18], [551, 340, -13], [578, 296, -1], [541, 287, -26], [549, 329, -19], [569, 337, -6], [603, 294, -12], [566, 288, -28], [566, 320, -23], [582, 331, -14]]","(487, 287, 116, 112)","(545, 343)"
19,"[[588, 397, 0], [544, 392, -6], [502, 359, -9], [490, 318, -15], [504, 288, -17], [534, 305, 10], [506, 288, -11], [512, 322, -21], [525, 338, -25], [555, 299, 5], [522, 288, -18], [534, 332, -18], [552, 338, -11], [579, 295, -4], [546, 285, -29], [555, 328, -18], [573, 335, -4], [606, 294, -15], [572, 288, -30], [574, 320, -23], [590, 328, -13]]","(490, 285, 116, 112)","(548, 341)"
20,"[[593, 401, 0], [545, 394, -12], [499, 361, -17], [484, 318, -24], [503, 285, -27], [531, 312, 6], [506, 296, -14], [515, 330, -23], [529, 336, -26], [554, 304, 4], [525, 289, -20], [537, 333, -19], [554, 336, -12], [579, 300, -3], [549, 284, -29], [558, 328, -18], [575, 335, -2], [607, 299, -13], [578, 287, -28], [580, 319, -21], [593, 328, -11]]","(484, 284, 123, 117)","(545, 342)"
21,"[[591, 397, 0], [545, 395, -11], [497, 362, -16], [484, 317, -21], [503, 285, -23], [529, 313, 6], [506, 294, -14], [513, 326, -24], [525, 336, -27], [554, 305, 4], [525, 289, -20], [536, 333, -20], [553, 339, -13], [579, 301, -3], [551, 283, -30], [559, 328, -19], [574, 337, -3], [608, 299, -12], [579, 286, -29], [581, 319, -21], [593, 330, -10]]","(484, 283, 124, 114)","(546, 340)"
22,"[[593, 398, 0], [549, 398, -11], [499, 365, -16], [486, 321, -22], [503, 286, -24], [528, 314, 6], [503, 299, -15], [512, 330, -24], [525, 335, -27], [552, 305, 3], [523, 290, -20], [536, 334, -19], [553, 338, -10], [578, 301, -4], [549, 284, -31], [559, 329, -19], [575, 337, -2], [607, 299, -13], [578, 287, -30], [581, 320, -22], [593, 329, -11]]","(486, 284, 121, 114)","(546, 341)"
23,"[[597, 397, 0], [554, 397, -15], [502, 364, -20], [488, 318, -25], [508, 283, -26], [521, 315, 5], [497, 298, -17], [509, 330, -26], [522, 337, -29], [547, 305, 4], [523, 289, -19], [538, 332, -19], [553, 338, -10], [575, 300, -1], [552, 281, -29], [563, 326, -17], [576, 335, 0], [607, 298, -9], [583, 282, -25], [586, 314, -17], [596, 325, -6]]","(488, 281, 119, 116)","(547, 339)"
24,"[[601, 398, 0], [555, 398, -14], [503, 364, -18], [488, 317, -23], [507, 280, -24], [521, 316, 9], [497, 298, -11], [508, 328, -21], [520, 334, -23], [546, 305, 8], [523, 287, -15], [539, 332, -14], [552, 336, -6], [574, 299, 1], [551, 278, -25], [563, 324, -14], [576, 334, 2], [607, 296, -7], [582, 281, -21], [586, 315, -13], [597, 325, -1]]","(488, 278, 119, 120)","(547, 338)"
25,"[[600, 391, 0], [557, 398, -19], [500, 364, -23], [486, 312, -26], [508, 277, -25], [515, 316, 0], [491, 294, -24], [506, 328, -33], [516, 330, -36], [542, 305, 0], [523, 284, -24], [541, 332, -22], [550, 332, -12], [570, 299, -3], [553, 274, -30], [566, 323, -16], [575, 329, 1], [600, 293, -10], [583, 277, -24], [588, 312, -15], [596, 320, -3]]","(486, 274, 114, 124)","(543, 336)"
26,"[[599, 392, 0], [555, 396, -20], [500, 365, -25], [484, 313, -30], [506, 276, -30], [513, 315, 2], [491, 294, -23], [508, 329, -32], [517, 329, -35], [540, 303, 3], [523, 284, -23], [540, 332, -22], [547, 330, -12], [568, 296, -2], [552, 274, -31], [566, 323, -17], [575, 326, 0], [599, 290, -9], [583, 276, -24], [588, 312, -14], [595, 318, -1]]","(484, 274, 115, 122)","(541, 335)"
27,"[[598, 395, 0], [554, 398, -19], [499, 365, -24], [483, 315, -30], [505, 277, -31], [514, 314, 3], [493, 294, -21], [507, 328, -30], [515, 330, -32], [541, 303, 3], [522, 283, -23], [539, 331, -21], [548, 331, -11], [569, 296, -2], [552, 275, -32], [565, 324, -18], [574, 328, 0], [600, 290, -10], [582, 275, -25], [587, 310, -15], [595, 317, -1]]","(483, 275, 117, 123)","(541, 336)"
28,"[[600, 394, 0], [554, 397, -19], [499, 364, -23], [484, 314, -28], [506, 278, -27], [513, 315, 6], [491, 295, -18], [507, 328, -27], [517, 329, -30], [540, 304, 6], [522, 284, -20], [540, 331, -19], [548, 330, -9], [568, 297, 0], [552, 275, -29], [565, 323, -16], [574, 326, 2], [598, 291, -7], [582, 276, -22], [587, 310, -12], [595, 317, 0]]","(484, 275, 116, 122)","(542, 336)"
29,"[[598, 402, 0], [548, 394, -11], [501, 362, -15], [484, 319, -22], [503, 283, -25], [526, 309, 11], [501, 292, -10], [513, 327, -19], [527, 335, -22], [550, 300, 8], [524, 284, -15], [538, 330, -15], [555, 334, -7], [576, 295, 0], [549, 277, -27], [561, 323, -15], [577, 332, 1], [607, 293, -11], [578, 278, -24], [581, 311, -14], [594, 323, -1]]","(484, 277, 123, 125)","(545, 339)"
30,"[[592, 401, 0], [544, 391, -2], [500, 359, -5], [489, 317, -12], [505, 283, -18], [534, 306, 18], [508, 288, -1], [502, 309, -12], [504, 320, -16], [556, 299, 10], [522, 285, -13], [533, 329, -15], [552, 338, -8], [581, 294, -2], [546, 280, -29], [557, 326, -18], [575, 337, -2], [611, 294, -15], [576, 282, -31], [578, 315, -22], [593, 327, -10]]","(489, 280, 122, 121)","(550, 340)"
31,"[[594, 400, 0], [551, 382, -2], [514, 347, -6], [500, 310, -15], [513, 278, -20], [551, 293, 16], [517, 279, -7], [524, 315, -18], [540, 330, -22], [573, 289, 8], [532, 281, -18], [540, 326, -20], [561, 333, -14], [595, 288, -4], [551, 284, -32], [559, 327, -24], [579, 334, -9], [619, 291, -18], [574, 288, -35], [577, 321, -29], [596, 329, -19]]","(500, 278, 119, 122)","(559, 339)"
32,"[[598, 402, 0], [552, 383, -3], [517, 345, -6], [504, 309, -13], [516, 279, -16], [557, 291, 15], [519, 278, -8], [525, 317, -20], [543, 330, -25], [577, 288, 7], [535, 280, -19], [542, 326, -22], [565, 332, -15], [599, 289, -5], [553, 282, -32], [560, 327, -22], [582, 332, -7], [622, 293, -19], [576, 289, -35], [577, 322, -29], [597, 330, -18]]","(504, 278, 118, 124)","(563, 340)"
33,"[[599, 405, 0], [553, 384, -4], [517, 346, -9], [504, 308, -17], [518, 278, -20], [558, 289, 15], [518, 279, -10], [524, 317, -23], [543, 331, -28], [579, 286, 7], [534, 282, -19], [543, 327, -21], [565, 332, -15], [601, 287, -4], [554, 283, -32], [561, 328, -21], [582, 333, -6], [623, 293, -18], [576, 290, -35], [578, 322, -29], [597, 329, -18]]","(504, 278, 119, 127)","(563, 341)"
34,"[[600, 403, 0], [552, 382, -4], [515, 343, -9], [501, 306, -17], [515, 277, -21], [558, 287, 15], [518, 278, -8], [524, 316, -21], [543, 329, -27], [580, 284, 8], [534, 281, -18], [542, 325, -20], [564, 329, -15], [602, 285, -4], [553, 283, -30], [560, 326, -19], [582, 330, -5], [624, 291, -18], [575, 290, -34], [577, 322, -27], [596, 329, -17]]","(501, 277, 123, 126)","(562, 340)"
35,"[[601, 407, 0], [552, 384, -4], [516, 345, -9], [501, 309, -17], [514, 278, -20], [560, 286, 17], [518, 280, -7], [526, 319, -21], [546, 330, -26], [581, 283, 9], [533, 282, -17], [542, 327, -19], [565, 330, -14], [602, 284, -2], [553, 283, -30], [559, 328, -19], [581, 332, -4], [623, 291, -17], [575, 291, -33], [577, 323, -27], [596, 329, -16]]","(501, 278, 122, 129)","(562, 342)"
36,"[[606, 406, 0], [554, 390, -12], [510, 354, -20], [493, 312, -29], [509, 279, -33], [549, 296, 8], [516, 287, -15], [528, 323, -27], [545, 334, -32], [573, 289, 5], [535, 284, -18], [549, 328, -19], [568, 332, -13], [598, 286, -2], [560, 281, -27], [571, 326, -16], [588, 332, -2], [626, 289, -12], [588, 287, -27], [591, 320, -21], [607, 328, -11]]","(493, 279, 133, 127)","(559, 342)"
37,"[[604, 405, 0], [553, 395, -13], [506, 358, -18], [489, 313, -25], [507, 282, -27], [543, 301, 9], [514, 288, -13], [525, 326, -24], [539, 333, -29], [568, 294, 6], [535, 285, -18], [547, 331, -18], [565, 333, -10], [594, 291, -1], [561, 282, -27], [570, 328, -15], [586, 332, 0], [623, 292, -12], [591, 286, -26], [593, 319, -18], [607, 325, -8]]","(489, 282, 134, 123)","(556, 343)"
38,"[[600, 406, 0], [554, 403, -18], [500, 368, -25], [483, 322, -32], [502, 287, -34], [523, 314, 0], [497, 293, -23], [510, 329, -32], [521, 336, -35], [550, 305, 0], [525, 290, -25], [540, 337, -23], [553, 339, -14], [579, 300, -5], [555, 285, -33], [565, 332, -19], [578, 337, -2], [611, 298, -13], [587, 286, -29], [589, 320, -20], [599, 327, -9]]","(483, 285, 128, 121)","(547, 345)"
39,"[[601, 408, 0], [551, 401, -11], [500, 367, -16], [485, 323, -23], [505, 288, -25], [527, 311, 7], [498, 290, -15], [508, 327, -24], [520, 335, -26], [553, 303, 4], [525, 289, -20], [539, 337, -18], [555, 338, -9], [581, 298, -4], [553, 284, -32], [565, 332, -18], [579, 338, 0], [613, 298, -15], [585, 285, -30], [587, 320, -19], [598, 330, -5]]","(485, 284, 128, 124)","(549, 346)"
40,"[[601, 412, 0], [550, 400, -9], [502, 365, -13], [485, 322, -21], [504, 287, -25], [534, 306, 11], [503, 292, -11], [512, 328, -20], [525, 334, -23], [558, 298, 5], [525, 290, -19], [539, 337, -17], [555, 338, -8], [584, 294, -5], [551, 286, -32], [563, 333, -19], [579, 337, -1], [615, 294, -17], [582, 287, -32], [585, 321, -21], [598, 328, -8]]","(485, 286, 130, 126)","(550, 349)"
41,"[[600, 409, 0], [550, 378, -2], [522, 339, -8], [505, 305, -18], [516, 279, -24], [587, 275, 11], [528, 271, -11], [532, 309, -22], [551, 319, -26], [603, 275, 2], [535, 277, -23], [541, 322, -24], [562, 324, -19], [614, 281, -10], [546, 286, -36], [550, 329, -25], [571, 333, -10], [619, 295, -24], [566, 298, -40], [567, 327, -34], [587, 333, -24]]","(505, 271, 114, 138)","(562, 340)"
42,"[[603, 409, 0], [553, 377, -8], [525, 337, -18], [509, 303, -30], [518, 276, -36], [599, 274, 7], [536, 269, -16], [539, 306, -30], [557, 319, -38], [613, 273, 1], [537, 272, -24], [541, 313, -27], [564, 320, -24], [619, 279, -8], [546, 280, -31], [548, 320, -21], [571, 326, -9], [618, 293, -20], [558, 300, -36], [560, 328, -32], [582, 335, -25]]","(509, 269, 110, 140)","(564, 339)"
43,"[[609, 408, 0], [558, 376, -7], [531, 336, -18], [514, 303, -29], [522, 279, -36], [607, 272, 6], [542, 265, -16], [543, 302, -29], [560, 316, -37], [621, 271, 0], [543, 270, -23], [545, 311, -26], [569, 319, -24], [627, 279, -9], [551, 281, -30], [553, 320, -19], [576, 327, -9], [624, 292, -22], [562, 301, -36], [564, 329, -32], [585, 336, -25]]","(514, 265, 113, 143)","(570, 336)"
44,"[[614, 414, 0], [560, 381, -7], [532, 339, -16], [515, 305, -28], [522, 279, -34], [605, 273, 11], [540, 267, -12], [543, 304, -28], [564, 315, -36], [618, 272, 4], [543, 272, -19], [548, 312, -24], [573, 318, -22], [625, 280, -7], [553, 281, -27], [555, 319, -18], [578, 325, -7], [624, 295, -20], [565, 297, -34], [567, 325, -30], [589, 332, -22]]","(515, 267, 110, 147)","(570, 340)"
45,"[[614, 413, 0], [559, 381, -10], [528, 340, -20], [511, 306, -32], [521, 281, -39], [601, 274, 7], [537, 269, -18], [541, 307, -35], [561, 319, -44], [616, 273, 2], [541, 272, -25], [547, 315, -29], [571, 321, -27], [625, 279, -8], [553, 282, -31], [557, 322, -22], [579, 328, -10], [626, 292, -20], [566, 300, -36], [570, 328, -32], [592, 334, -24]]","(511, 269, 115, 144)","(568, 341)"
46,"[[612, 413, 0], [560, 395, -15], [515, 355, -25], [496, 315, -36], [515, 289, -41], [561, 286, 1], [513, 285, -23], [525, 325, -35], [546, 335, -40], [585, 279, 0], [534, 288, -27], [549, 334, -27], [571, 335, -20], [608, 279, -8], [558, 288, -34], [568, 334, -23], [587, 336, -9], [631, 286, -18], [584, 297, -35], [589, 329, -30], [606, 333, -21]]","(496, 279, 135, 134)","(563, 346)"
47,"[[607, 410, 0], [559, 399, -13], [512, 362, -21], [496, 317, -30], [518, 287, -35], [546, 297, 5], [508, 287, -20], [519, 325, -31], [536, 336, -36], [572, 288, 2], [534, 288, -22], [548, 334, -21], [565, 337, -14], [599, 286, -5], [561, 287, -31], [571, 333, -18], [587, 337, -3], [627, 290, -15], [588, 295, -30], [593, 327, -24], [608, 330, -15]]","(496, 286, 131, 124)","(561, 348)"
48,"[[605, 410, 0], [557, 402, -11], [507, 367, -16], [490, 321, -24], [512, 291, -27], [531, 310, 8], [501, 289, -16], [510, 324, -26], [524, 337, -29], [558, 300, 5], [529, 292, -20], [543, 337, -20], [558, 341, -12], [586, 296, -3], [556, 288, -29], [567, 334, -17], [580, 340, -1], [617, 295, -14], [586, 292, -27], [589, 324, -19], [599, 330, -8]]","(490, 288, 127, 122)","(553, 349)"
49,"[[605, 410, 0], [558, 406, -12], [504, 367, -17], [489, 321, -23], [515, 291, -24], [531, 308, 6], [502, 289, -16], [511, 326, -24], [523, 335, -26], [558, 298, 3], [530, 290, -21], [545, 338, -18], [558, 339, -7], [586, 294, -5], [559, 286, -32], [570, 335, -17], [582, 339, 0], [618, 293, -16], [590, 287, -30], [592, 322, -19], [602, 329, -7]]","(489, 286, 129, 124)","(553, 348)"
50,"[[605, 410, 0], [556, 404, -13], [504, 366, -18], [490, 320, -24], [516, 291, -26], [530, 311, 7], [503, 288, -16], [513, 325, -24], [524, 335, -26], [557, 302, 4], [531, 290, -21], [545, 338, -18], [558, 340, -8], [585, 297, -4], [560, 285, -31], [571, 334, -16], [583, 338, 1], [618, 296, -15], [591, 287, -27], [593, 321, -16], [603, 327, -3]]","(490, 285, 128, 125)","(554, 347)"
51,"[[605, 411, 0], [557, 404, -14], [504, 370, -20], [489, 324, -28], [513, 291, -31], [521, 316, 9], [497, 291, -16], [507, 324, -26], [516, 332, -29], [548, 305, 6], [527, 287, -20], [541, 334, -19], [552, 337, -9], [578, 300, -2], [557, 282, -30], [568, 329, -17], [578, 336, 1], [611, 298, -12], [589, 284, -25], [592, 316, -14], [599, 322, -1]]","(489, 282, 122, 129)","(550, 346)"
52,"[[605, 411, 0], [556, 407, -17], [502, 370, -23], [487, 321, -29], [512, 286, -30], [518, 316, 8], [494, 296, -16], [508, 329, -26], [518, 330, -28], [546, 306, 6], [525, 288, -20], [541, 336, -19], [551, 336, -8], [576, 301, -1], [555, 282, -31], [567, 331, -17], [577, 336, 2], [609, 298, -11], [587, 282, -25], [590, 316, -13], [598, 323, 0]]","(487, 282, 122, 129)","(548, 346)"
53,"[[603, 409, 0], [555, 404, -16], [502, 370, -23], [486, 322, -31], [511, 286, -34], [519, 317, 8], [493, 293, -18], [506, 327, -29], [519, 335, -32], [546, 307, 6], [525, 287, -22], [541, 335, -22], [552, 339, -12], [575, 302, -1], [554, 281, -32], [567, 330, -19], [578, 338, 0], [608, 299, -12], [586, 281, -26], [590, 315, -15], [597, 324, 0]]","(486, 281, 122, 128)","(547, 345)"
54,"[[601, 407, 0], [554, 405, -17], [501, 371, -24], [484, 322, -32], [509, 286, -36], [516, 318, 7], [491, 296, -18], [504, 327, -28], [515, 330, -30], [543, 308, 5], [522, 288, -22], [539, 335, -21], [549, 337, -11], [572, 302, -2], [552, 280, -33], [565, 329, -19], [575, 336, 0], [604, 298, -12], [583, 280, -26], [588, 314, -15], [595, 323, -1]]","(484, 280, 120, 127)","(544, 343)"
55,"[[602, 405, 0], [555, 405, -19], [499, 371, -25], [484, 322, -32], [509, 286, -35], [511, 319, 4], [489, 299, -21], [504, 328, -31], [515, 325, -33], [539, 308, 4], [520, 288, -25], [538, 336, -23], [546, 336, -12], [569, 301, -3], [551, 281, -35], [564, 331, -21], [573, 334, 0], [602, 297, -12], [582, 280, -27], [587, 315, -16], [594, 322, -2]]","(484, 280, 118, 125)","(543, 342)"
56,"[[594, 408, 0], [546, 401, -10], [495, 365, -13], [478, 320, -19], [499, 286, -20], [522, 309, 9], [493, 295, -13], [504, 331, -22], [517, 336, -25], [547, 301, 5], [518, 290, -19], [532, 338, -18], [547, 338, -8], [574, 297, -4], [545, 283, -31], [556, 332, -17], [571, 335, 0], [605, 295, -15], [575, 285, -28], [578, 319, -18], [591, 325, -5]]","(478, 283, 127, 125)","(541, 345)"
57,"[[586, 407, 0], [540, 397, -5], [496, 361, -8], [484, 317, -15], [502, 283, -19], [530, 304, 14], [499, 291, -8], [500, 321, -18], [510, 330, -22], [553, 297, 7], [517, 288, -19], [528, 335, -19], [547, 340, -11], [579, 294, -5], [542, 284, -33], [551, 332, -22], [569, 339, -5], [608, 295, -18], [571, 289, -35], [573, 322, -27], [589, 330, -16]]","(484, 283, 124, 124)","(546, 345)"
58,"[[589, 399, 0], [548, 380, -4], [511, 342, -8], [496, 303, -15], [513, 276, -19], [555, 285, 16], [521, 275, -5], [526, 313, -17], [541, 328, -22], [578, 283, 9], [536, 275, -15], [541, 321, -19], [560, 332, -14], [600, 285, -2], [555, 277, -28], [558, 322, -20], [577, 334, -6], [623, 291, -15], [577, 286, -31], [577, 318, -26], [594, 330, -16]]","(496, 275, 127, 124)","(559, 337)"
59,"[[593, 399, 0], [549, 383, -6], [512, 342, -9], [500, 301, -16], [516, 272, -19], [552, 286, 15], [517, 277, -9], [523, 315, -23], [540, 332, -29], [575, 282, 9], [533, 277, -16], [541, 323, -19], [561, 332, -14], [598, 282, -1], [554, 277, -27], [560, 322, -18], [580, 331, -4], [623, 287, -13], [576, 286, -30], [578, 318, -25], [596, 327, -16]]","(500, 272, 123, 127)","(561, 335)"
60,"[[590, 401, 0], [546, 381, -5], [511, 340, -9], [500, 300, -16], [518, 272, -19], [557, 284, 17], [519, 276, -7], [524, 315, -20], [542, 329, -25], [580, 281, 10], [536, 276, -16], [542, 323, -19], [563, 330, -12], [603, 282, -1], [557, 276, -28], [561, 323, -18], [582, 331, -2], [626, 288, -14], [580, 285, -31], [580, 318, -25], [598, 327, -16]]","(500, 272, 126, 129)","(563, 336)"
61,"[[604, 399, 0], [555, 388, -12], [510, 348, -19], [495, 303, -26], [514, 273, -29], [548, 294, 7], [516, 281, -15], [526, 317, -27], [543, 330, -31], [573, 287, 5], [536, 278, -19], [547, 323, -19], [566, 331, -13], [598, 285, -2], [562, 275, -27], [569, 321, -17], [586, 331, -4], [626, 287, -11], [588, 281, -27], [589, 315, -22], [604, 326, -13]]","(495, 273, 131, 126)","(560, 336)"
62,"[[602, 397, 0], [555, 390, -8], [509, 350, -11], [495, 305, -18], [514, 275, -20], [547, 294, 15], [515, 282, -8], [524, 318, -21], [541, 330, -26], [571, 288, 10], [534, 277, -15], [546, 324, -17], [566, 332, -10], [597, 285, 0], [559, 274, -27], [568, 321, -16], [587, 331, -1], [626, 286, -11], [587, 280, -28], [590, 315, -21], [607, 324, -11]]","(495, 274, 131, 123)","(560, 335)"
63,"[[600, 400, 0], [556, 398, -15], [504, 359, -20], [488, 311, -26], [509, 281, -27], [533, 307, 6], [507, 289, -15], [518, 322, -25], [531, 330, -29], [559, 298, 5], [531, 282, -19], [544, 327, -19], [559, 333, -11], [587, 294, -1], [560, 275, -28], [568, 321, -16], [581, 331, 0], [617, 293, -10], [591, 278, -26], [593, 312, -18], [603, 322, -7]]","(488, 275, 129, 125)","(552, 337)"
