,lmList,bbox,center
10,"[[549, 555, 0], [511, 502, -21], [504, 424, -29], [505, 358, -39], [489, 315, -46], [578, 377, -12], [629, 326, -43], [660, 300, -57], [694, 275, -65], [607, 407, -15], [620, 386, -51], [577, 433, -46], [573, 438, -33], [630, 439, -24], [642, 421, -63], [597, 461, -45], [591, 462, -22], [649, 472, -35], [660, 459, -57], [623, 483, -42], [613, 487, -24]]","(489, 275, 205, 280)","(591, 415)"
11,"[[547, 558, 0], [512, 498, -21], [504, 423, -29], [504, 357, -37], [489, 313, -41], [578, 377, -10], [629, 325, -42], [660, 300, -60], [694, 274, -69], [606, 407, -12], [621, 385, -48], [577, 431, -45], [569, 438, -34], [628, 439, -20], [643, 419, -59], [597, 459, -42], [588, 462, -20], [645, 472, -31], [661, 458, -51], [623, 480, -35], [607, 487, -18]]","(489, 274, 205, 284)","(591, 416)"
12,"[[548, 555, 0], [511, 498, -20], [504, 421, -28], [504, 356, -37], [487, 313, -44], [579, 375, -10], [630, 324, -41], [661, 298, -57], [695, 273, -66], [607, 405, -13], [619, 383, -49], [576, 429, -46], [571, 436, -36], [629, 437, -21], [642, 418, -60], [595, 457, -43], [587, 460, -21], [648, 470, -32], [659, 457, -52], [621, 478, -37], [608, 484, -21]]","(487, 273, 208, 282)","(591, 414)"
13,"[[550, 553, 0], [511, 498, -23], [502, 421, -32], [501, 355, -42], [487, 310, -50], [577, 372, -11], [627, 320, -41], [657, 293, -55], [690, 268, -63], [604, 402, -13], [616, 378, -50], [572, 424, -47], [567, 431, -35], [626, 432, -21], [638, 413, -61], [592, 453, -43], [586, 456, -21], [645, 465, -31], [655, 450, -53], [618, 473, -38], [606, 480, -21]]","(487, 268, 203, 285)","(588, 410)"
14,"[[549, 551, 0], [508, 496, -19], [500, 418, -27], [499, 354, -37], [484, 311, -44], [573, 373, -8], [623, 322, -37], [652, 295, -53], [685, 269, -62], [602, 402, -12], [610, 377, -52], [569, 422, -53], [567, 432, -43], [626, 432, -22], [633, 412, -62], [588, 450, -46], [585, 455, -25], [646, 465, -33], [651, 450, -55], [614, 471, -42], [606, 477, -26]]","(484, 269, 201, 282)","(584, 410)"
15,"[[544, 546, 0], [503, 497, -20], [495, 419, -30], [494, 355, -42], [475, 313, -52], [567, 373, -10], [615, 320, -38], [643, 291, -51], [674, 264, -57], [596, 400, -14], [599, 376, -52], [558, 423, -48], [558, 430, -36], [619, 430, -24], [623, 411, -64], [580, 451, -46], [580, 453, -23], [639, 461, -36], [643, 446, -57], [608, 469, -43], [603, 475, -26]]","(475, 264, 199, 282)","(574, 405)"
16,"[[544, 544, 0], [502, 494, -17], [495, 414, -24], [492, 353, -34], [473, 313, -43], [565, 373, -8], [612, 319, -35], [639, 291, -48], [671, 264, -56], [595, 398, -13], [597, 375, -53], [558, 422, -54], [560, 432, -43], [619, 427, -24], [621, 410, -64], [579, 450, -48], [579, 454, -26], [640, 459, -36], [639, 446, -58], [604, 469, -45], [599, 475, -29]]","(473, 264, 198, 280)","(572, 404)"
17,"[[544, 542, 0], [502, 492, -16], [495, 411, -22], [491, 350, -30], [474, 310, -38], [564, 369, -6], [611, 316, -31], [638, 288, -42], [669, 262, -50], [595, 394, -11], [597, 372, -51], [559, 418, -53], [559, 431, -45], [620, 423, -21], [620, 408, -61], [578, 447, -47], [575, 454, -27], [641, 455, -33], [637, 444, -56], [602, 468, -45], [596, 475, -30]]","(474, 262, 195, 280)","(571, 402)"
18,"[[544, 545, 0], [502, 494, -18], [494, 417, -26], [492, 353, -36], [474, 311, -44], [563, 370, -8], [610, 317, -38], [636, 289, -52], [668, 261, -59], [593, 396, -11], [598, 371, -49], [557, 419, -47], [557, 429, -34], [617, 425, -21], [622, 405, -61], [577, 446, -43], [576, 451, -20], [638, 456, -32], [638, 441, -52], [603, 465, -38], [598, 471, -21]]","(474, 261, 194, 284)","(571, 403)"
19,"[[545, 543, 0], [502, 495, -15], [494, 414, -22], [492, 351, -31], [474, 311, -40], [564, 372, -7], [611, 316, -32], [638, 288, -44], [669, 261, -51], [595, 396, -13], [597, 373, -53], [559, 420, -55], [558, 433, -46], [620, 425, -24], [619, 407, -64], [578, 448, -49], [576, 454, -28], [641, 456, -36], [637, 442, -58], [602, 466, -45], [598, 473, -30]]","(474, 261, 195, 282)","(571, 402)"
20,"[[545, 549, 0], [506, 496, -18], [496, 420, -25], [494, 356, -34], [476, 314, -39], [567, 371, -10], [613, 318, -42], [641, 290, -59], [673, 264, -68], [597, 399, -12], [605, 376, -49], [565, 425, -45], [563, 433, -34], [621, 428, -21], [629, 408, -58], [587, 449, -39], [583, 453, -17], [641, 459, -31], [649, 445, -49], [615, 467, -32], [606, 473, -15]]","(476, 264, 197, 285)","(574, 406)"
21,"[[546, 550, 0], [508, 493, -17], [497, 419, -25], [493, 355, -34], [478, 313, -40], [567, 371, -7], [614, 317, -37], [643, 290, -55], [674, 264, -65], [596, 398, -10], [607, 374, -47], [569, 421, -47], [563, 432, -38], [620, 429, -18], [631, 407, -54], [589, 446, -38], [581, 453, -17], [639, 461, -28], [652, 445, -46], [616, 465, -31], [603, 473, -14]]","(478, 264, 196, 286)","(576, 407)"
22,"[[543, 546, 0], [505, 489, -24], [492, 417, -32], [487, 351, -40], [474, 307, -44], [560, 361, -13], [604, 305, -46], [631, 277, -65], [662, 251, -74], [589, 389, -13], [604, 361, -47], [562, 413, -42], [556, 423, -29], [614, 419, -20], [629, 396, -57], [584, 440, -38], [575, 446, -16], [633, 452, -29], [647, 433, -47], [611, 457, -30], [597, 466, -11]]","(474, 251, 188, 295)","(568, 398)"
23,"[[545, 543, 0], [504, 486, -18], [489, 413, -27], [482, 348, -38], [466, 307, -46], [560, 360, -7], [603, 303, -36], [630, 274, -52], [660, 246, -62], [590, 386, -11], [600, 359, -49], [563, 410, -49], [558, 423, -39], [615, 417, -19], [626, 394, -57], [584, 437, -39], [575, 446, -17], [635, 450, -30], [647, 432, -49], [611, 456, -33], [598, 465, -17]]","(466, 246, 194, 297)","(563, 394)"
24,"[[548, 540, 0], [505, 490, -21], [488, 412, -31], [479, 348, -43], [460, 308, -53], [557, 359, -9], [600, 298, -37], [627, 267, -50], [656, 238, -59], [589, 383, -13], [596, 355, -55], [560, 408, -56], [556, 422, -46], [617, 412, -22], [624, 391, -63], [583, 434, -47], [576, 443, -25], [640, 444, -33], [647, 429, -56], [611, 453, -43], [601, 461, -26]]","(460, 238, 196, 302)","(558, 389)"
25,"[[562, 538, 0], [515, 491, -22], [493, 419, -35], [477, 356, -50], [455, 316, -63], [558, 355, -13], [594, 291, -42], [619, 258, -56], [646, 228, -64], [591, 377, -15], [599, 354, -55], [567, 409, -52], [565, 420, -39], [621, 403, -23], [628, 388, -62], [591, 433, -42], [585, 440, -19], [646, 432, -34], [653, 422, -54], [620, 449, -39], [610, 456, -22]]","(455, 228, 198, 310)","(554, 383)"
26,"[[571, 536, 0], [521, 492, -16], [494, 418, -25], [475, 358, -36], [451, 322, -47], [555, 357, -8], [589, 290, -35], [612, 256, -50], [637, 223, -59], [588, 377, -15], [594, 350, -57], [566, 404, -61], [563, 423, -53], [619, 403, -26], [626, 381, -67], [592, 428, -51], [585, 441, -30], [646, 433, -39], [653, 415, -62], [622, 445, -48], [613, 457, -32]]","(451, 223, 202, 313)","(552, 379)"
27,"[[580, 541, 0], [527, 497, -20], [499, 424, -30], [479, 359, -42], [451, 322, -51], [555, 356, -10], [587, 289, -39], [609, 255, -56], [633, 221, -66], [590, 377, -14], [603, 350, -55], [577, 406, -57], [568, 423, -49], [622, 402, -22], [635, 380, -64], [602, 431, -50], [590, 442, -29], [650, 430, -33], [664, 414, -56], [634, 446, -43], [620, 457, -26]]","(451, 221, 213, 320)","(557, 381)"
28,"[[590, 542, 0], [539, 499, -20], [511, 424, -28], [493, 360, -38], [466, 322, -46], [568, 356, -9], [600, 289, -37], [621, 254, -53], [645, 220, -63], [604, 376, -12], [615, 353, -51], [588, 409, -53], [581, 423, -45], [638, 402, -21], [648, 381, -61], [614, 432, -47], [604, 441, -26], [666, 431, -31], [677, 413, -53], [647, 445, -39], [636, 456, -22]]","(466, 220, 211, 322)","(571, 381)"
29,"[[592, 542, 0], [541, 499, -17], [513, 424, -24], [496, 362, -33], [470, 324, -40], [571, 356, -8], [602, 288, -37], [624, 254, -54], [647, 219, -64], [606, 378, -14], [617, 351, -55], [590, 408, -58], [584, 424, -51], [638, 404, -24], [649, 381, -65], [615, 432, -51], [607, 442, -31], [666, 432, -37], [678, 414, -60], [647, 447, -48], [636, 457, -32]]","(470, 219, 208, 323)","(574, 380)"
30,"[[590, 547, 0], [540, 500, -23], [514, 427, -31], [501, 360, -40], [480, 318, -45], [576, 357, -11], [614, 292, -43], [638, 258, -61], [665, 225, -71], [612, 381, -14], [625, 356, -54], [593, 412, -54], [586, 423, -44], [643, 409, -22], [657, 385, -65], [620, 437, -50], [609, 443, -28], [671, 439, -34], [686, 419, -57], [654, 451, -44], [641, 460, -27]]","(480, 225, 206, 322)","(583, 386)"
31,"[[587, 548, 0], [537, 502, -23], [515, 423, -33], [504, 358, -43], [481, 316, -52], [579, 359, -12], [619, 294, -41], [644, 262, -56], [672, 229, -66], [616, 382, -16], [628, 358, -60], [595, 413, -63], [588, 428, -55], [646, 411, -25], [659, 393, -69], [621, 441, -55], [611, 448, -34], [673, 443, -37], [685, 430, -63], [652, 459, -52], [640, 466, -37]]","(481, 229, 204, 319)","(583, 388)"
32,"[[583, 549, 0], [536, 501, -22], [517, 421, -29], [506, 355, -38], [483, 313, -44], [583, 360, -12], [626, 297, -44], [653, 266, -60], [684, 235, -70], [618, 385, -16], [631, 364, -59], [595, 418, -61], [586, 430, -52], [648, 415, -25], [662, 398, -69], [620, 445, -56], [608, 449, -35], [674, 447, -36], [687, 436, -62], [651, 465, -51], [637, 470, -35]]","(483, 235, 204, 314)","(585, 392)"
33,"[[564, 562, 0], [522, 513, -25], [507, 433, -38], [502, 362, -52], [486, 316, -64], [581, 374, -16], [634, 312, -49], [668, 281, -64], [703, 254, -72], [615, 402, -18], [626, 383, -64], [583, 438, -63], [574, 445, -51], [643, 434, -27], [654, 420, -74], [608, 467, -57], [598, 469, -32], [668, 468, -38], [678, 457, -65], [640, 487, -52], [627, 492, -33]]","(486, 254, 217, 308)","(594, 408)"
34,"[[560, 566, 0], [518, 513, -29], [507, 434, -42], [503, 364, -56], [485, 316, -66], [581, 374, -18], [633, 315, -54], [665, 284, -69], [701, 255, -76], [615, 404, -19], [625, 385, -60], [581, 439, -52], [578, 444, -35], [643, 436, -26], [651, 424, -71], [605, 470, -51], [600, 467, -25], [666, 469, -37], [673, 461, -61], [635, 488, -46], [623, 491, -27]]","(485, 255, 216, 311)","(593, 410)"
35,"[[551, 567, 0], [510, 513, -30], [498, 435, -45], [493, 366, -60], [480, 319, -73], [574, 377, -19], [627, 317, -53], [661, 286, -68], [697, 258, -74], [607, 407, -19], [616, 389, -64], [570, 442, -58], [564, 447, -42], [635, 440, -27], [640, 430, -74], [593, 475, -55], [587, 472, -30], [658, 474, -38], [662, 466, -64], [623, 494, -50], [614, 496, -32]]","(480, 258, 217, 309)","(588, 412)"
36,"[[549, 571, 0], [508, 516, -30], [498, 436, -42], [493, 367, -55], [476, 318, -63], [573, 376, -18], [624, 318, -56], [657, 287, -73], [693, 258, -80], [605, 407, -17], [617, 389, -57], [571, 444, -48], [566, 446, -31], [632, 439, -24], [644, 426, -69], [596, 472, -48], [588, 469, -22], [655, 473, -34], [667, 463, -58], [628, 490, -42], [613, 494, -22]]","(476, 258, 217, 313)","(584, 414)"
37,"[[542, 565, 0], [505, 508, -26], [497, 429, -37], [492, 361, -48], [477, 313, -56], [573, 373, -17], [626, 316, -52], [659, 287, -70], [694, 258, -79], [604, 406, -18], [616, 385, -60], [570, 438, -56], [563, 446, -43], [629, 440, -26], [641, 423, -71], [592, 468, -53], [584, 470, -29], [650, 476, -36], [662, 461, -61], [623, 489, -44], [609, 495, -25]]","(477, 258, 217, 307)","(585, 411)"
38,"[[527, 554, 0], [492, 496, -27], [484, 417, -39], [487, 346, -52], [476, 297, -60], [563, 364, -20], [624, 312, -59], [661, 286, -78], [701, 260, -87], [596, 397, -21], [604, 385, -63], [550, 432, -57], [545, 431, -42], [619, 431, -29], [628, 426, -75], [574, 465, -55], [566, 458, -30], [638, 465, -41], [645, 466, -65], [604, 488, -49], [590, 488, -30]]","(476, 260, 225, 294)","(588, 407)"
39,"[[527, 554, 0], [490, 493, -24], [486, 416, -33], [489, 345, -41], [473, 298, -46], [561, 364, -19], [624, 311, -57], [661, 287, -77], [702, 261, -88], [591, 396, -20], [606, 383, -61], [554, 429, -58], [544, 431, -47], [613, 429, -26], [628, 422, -70], [575, 460, -53], [564, 458, -31], [630, 464, -36], [644, 461, -59], [603, 482, -43], [585, 483, -25]]","(473, 261, 229, 293)","(587, 407)"
40,"[[520, 546, 0], [487, 483, -24], [486, 411, -33], [489, 342, -42], [473, 295, -46], [562, 359, -20], [625, 311, -62], [662, 288, -86], [704, 262, -99], [593, 393, -21], [602, 383, -64], [548, 426, -63], [538, 427, -54], [614, 428, -28], [623, 423, -75], [568, 458, -60], [558, 453, -38], [630, 462, -38], [638, 462, -61], [596, 481, -47], [581, 480, -29]]","(473, 262, 231, 284)","(588, 404)"
41,"[[505, 524, 0], [477, 463, -21], [478, 390, -35], [480, 321, -51], [466, 275, -65], [552, 346, -20], [614, 300, -57], [655, 277, -79], [695, 256, -92], [586, 372, -21], [588, 372, -64], [537, 410, -64], [528, 411, -56], [609, 407, -28], [607, 413, -69], [557, 440, -51], [546, 436, -30], [622, 442, -37], [621, 452, -58], [578, 468, -44], [565, 466, -27]]","(466, 256, 229, 268)","(580, 390)"
42,"[[503, 520, 0], [473, 460, -20], [477, 387, -32], [479, 319, -44], [465, 273, -55], [553, 342, -21], [615, 298, -60], [655, 275, -82], [696, 254, -95], [587, 369, -22], [584, 370, -65], [532, 407, -62], [523, 409, -52], [607, 404, -29], [599, 413, -70], [550, 439, -52], [544, 433, -31], [619, 438, -38], [608, 453, -60], [571, 467, -48], [566, 461, -32]]","(465, 254, 231, 266)","(580, 387)"
43,"[[507, 507, 0], [477, 452, -15], [482, 374, -22], [486, 310, -30], [476, 267, -37], [557, 333, -18], [620, 292, -52], [661, 271, -72], [701, 252, -83], [592, 358, -20], [582, 365, -60], [532, 399, -59], [522, 401, -50], [612, 393, -27], [597, 408, -67], [549, 432, -53], [542, 426, -33], [625, 428, -35], [608, 445, -58], [570, 460, -47], [564, 454, -33]]","(476, 252, 225, 255)","(588, 379)"
44,"[[505, 505, 0], [475, 445, -16], [483, 372, -23], [490, 308, -30], [481, 264, -36], [559, 330, -17], [623, 291, -54], [663, 270, -75], [704, 252, -88], [595, 359, -20], [585, 361, -59], [534, 394, -59], [526, 397, -51], [614, 395, -27], [598, 406, -66], [548, 429, -51], [543, 423, -32], [624, 431, -36], [605, 446, -58], [566, 459, -48], [561, 453, -34]]","(475, 252, 229, 253)","(589, 378)"
45,"[[504, 509, 0], [475, 445, -18], [485, 373, -26], [490, 308, -34], [483, 263, -40], [560, 329, -16], [624, 291, -55], [665, 270, -79], [706, 251, -93], [596, 358, -16], [585, 358, -56], [533, 392, -54], [528, 393, -45], [615, 394, -23], [599, 403, -62], [548, 427, -46], [546, 420, -26], [624, 429, -31], [607, 443, -52], [568, 454, -40], [564, 449, -25]]","(475, 251, 231, 258)","(590, 380)"
46,"[[505, 494, 0], [483, 434, -18], [494, 362, -29], [502, 299, -42], [499, 253, -54], [573, 323, -17], [639, 286, -52], [682, 266, -73], [722, 250, -85], [606, 351, -20], [596, 353, -61], [543, 384, -61], [532, 387, -53], [623, 388, -27], [606, 398, -67], [556, 417, -52], [548, 412, -33], [631, 424, -37], [615, 436, -59], [575, 446, -48], [566, 440, -33]]","(483, 250, 239, 244)","(602, 372)"
47,"[[506, 492, 0], [481, 430, -23], [494, 358, -34], [506, 295, -46], [501, 249, -56], [572, 322, -23], [639, 284, -60], [681, 266, -79], [722, 250, -90], [607, 350, -23], [597, 351, -64], [543, 381, -61], [535, 383, -49], [624, 386, -28], [605, 397, -70], [555, 418, -54], [552, 412, -32], [632, 421, -35], [611, 436, -59], [573, 447, -48], [570, 441, -33]]","(481, 249, 241, 243)","(601, 370)"
48,"[[506, 494, 0], [480, 432, -22], [492, 363, -35], [505, 299, -49], [499, 252, -62], [569, 324, -22], [635, 286, -58], [676, 267, -78], [717, 251, -89], [605, 352, -22], [594, 349, -65], [542, 380, -65], [533, 385, -55], [622, 388, -28], [602, 396, -70], [553, 417, -53], [549, 415, -32], [630, 423, -35], [606, 436, -59], [568, 446, -47], [565, 442, -32]]","(480, 251, 237, 243)","(598, 372)"
49,"[[506, 497, 0], [480, 434, -23], [490, 365, -35], [502, 300, -48], [496, 254, -59], [568, 324, -23], [633, 286, -61], [675, 266, -82], [715, 250, -94], [603, 353, -23], [593, 352, -64], [540, 383, -62], [533, 386, -51], [621, 389, -28], [601, 399, -69], [552, 420, -53], [548, 416, -31], [628, 425, -35], [604, 439, -58], [566, 449, -47], [564, 444, -32]]","(480, 250, 235, 247)","(597, 373)"
50,"[[507, 501, 0], [478, 438, -21], [489, 367, -32], [500, 302, -44], [493, 256, -54], [565, 325, -19], [630, 286, -56], [671, 266, -77], [712, 249, -89], [600, 353, -20], [590, 351, -62], [538, 383, -61], [531, 385, -52], [619, 389, -26], [601, 398, -67], [552, 421, -51], [548, 416, -30], [627, 425, -34], [605, 439, -57], [567, 451, -45], [566, 446, -31]]","(478, 249, 234, 252)","(595, 375)"
51,"[[521, 524, 0], [480, 473, -25], [475, 393, -38], [472, 329, -52], [454, 286, -64], [537, 339, -21], [581, 280, -53], [613, 249, -68], [646, 221, -78], [578, 357, -21], [561, 354, -62], [523, 399, -59], [525, 405, -47], [607, 388, -28], [581, 398, -66], [543, 432, -46], [547, 430, -24], [626, 422, -39], [595, 437, -61], [566, 458, -51], [573, 455, -39]]","(454, 221, 192, 303)","(550, 372)"
52,"[[528, 525, 0], [484, 479, -23], [476, 398, -33], [470, 332, -46], [451, 289, -57], [538, 345, -12], [586, 287, -43], [616, 256, -56], [650, 227, -63], [578, 364, -15], [567, 356, -58], [526, 402, -55], [526, 409, -42], [606, 393, -24], [589, 397, -66], [550, 435, -47], [552, 434, -24], [626, 425, -36], [606, 435, -58], [576, 459, -46], [580, 457, -31]]","(451, 227, 199, 298)","(550, 376)"
53,"[[539, 540, 0], [493, 493, -21], [482, 414, -31], [473, 348, -43], [451, 307, -53], [548, 357, -16], [593, 299, -50], [623, 268, -68], [656, 239, -78], [589, 376, -18], [577, 379, -59], [540, 427, -56], [541, 430, -45], [619, 406, -26], [602, 417, -67], [564, 454, -50], [563, 451, -28], [639, 439, -36], [624, 456, -59], [591, 478, -48], [590, 474, -34]]","(451, 239, 205, 301)","(553, 389)"
54,"[[539, 543, 0], [496, 497, -28], [483, 418, -41], [473, 353, -55], [452, 309, -66], [547, 359, -17], [593, 302, -53], [623, 269, -66], [657, 240, -73], [585, 381, -18], [580, 374, -60], [539, 424, -54], [540, 425, -38], [615, 411, -25], [607, 415, -70], [566, 455, -51], [567, 448, -27], [640, 443, -36], [629, 450, -60], [596, 475, -47], [595, 473, -30]]","(452, 240, 205, 303)","(554, 391)"
55,"[[541, 544, 0], [496, 498, -26], [483, 420, -37], [475, 355, -50], [454, 311, -60], [548, 361, -17], [594, 303, -52], [624, 271, -67], [658, 240, -74], [586, 383, -18], [581, 376, -60], [542, 427, -55], [543, 429, -40], [616, 413, -26], [608, 416, -70], [568, 457, -53], [570, 450, -30], [641, 444, -36], [630, 451, -60], [599, 477, -48], [600, 474, -32]]","(454, 240, 204, 304)","(556, 392)"
56,"[[549, 548, 0], [503, 506, -28], [480, 430, -44], [463, 366, -62], [440, 323, -78], [543, 364, -20], [581, 301, -55], [610, 264, -69], [641, 232, -74], [580, 384, -21], [580, 376, -65], [543, 430, -59], [541, 431, -42], [612, 411, -29], [610, 416, -75], [572, 460, -56], [571, 453, -30], [640, 440, -40], [635, 449, -65], [604, 479, -52], [603, 476, -35]]","(440, 232, 201, 316)","(540, 390)"
57,"[[554, 548, 0], [505, 508, -25], [477, 431, -41], [457, 370, -58], [434, 328, -75], [539, 365, -18], [574, 300, -51], [600, 262, -65], [628, 229, -72], [577, 384, -21], [572, 374, -65], [540, 431, -63], [539, 437, -48], [610, 411, -30], [606, 411, -76], [571, 458, -57], [570, 457, -32], [640, 441, -42], [635, 440, -67], [604, 473, -53], [600, 475, -35]]","(434, 229, 206, 319)","(537, 388)"
58,"[[565, 555, 0], [513, 520, -29], [481, 447, -45], [456, 385, -62], [426, 345, -77], [533, 373, -25], [563, 302, -59], [586, 260, -75], [610, 223, -83], [575, 387, -25], [576, 378, -72], [547, 437, -70], [544, 447, -56], [613, 411, -32], [613, 414, -79], [580, 463, -61], [573, 464, -37], [645, 439, -42], [644, 446, -68], [614, 480, -56], [606, 483, -38]]","(426, 223, 219, 332)","(535, 389)"
59,"[[567, 557, 0], [511, 524, -31], [478, 449, -48], [454, 388, -65], [424, 347, -81], [530, 372, -19], [561, 303, -52], [583, 262, -64], [608, 224, -70], [572, 384, -21], [572, 378, -67], [544, 439, -65], [543, 444, -50], [611, 407, -28], [609, 415, -75], [577, 466, -59], [573, 461, -35], [644, 433, -40], [639, 445, -66], [612, 480, -54], [606, 480, -38]]","(424, 224, 220, 333)","(534, 390)"
60,"[[567, 556, 0], [510, 524, -29], [476, 447, -43], [452, 386, -57], [421, 348, -70], [528, 371, -20], [560, 302, -51], [582, 262, -63], [607, 225, -70], [572, 383, -21], [572, 381, -67], [544, 440, -67], [540, 446, -54], [610, 406, -28], [609, 417, -75], [576, 466, -60], [570, 462, -38], [643, 433, -39], [639, 448, -66], [611, 484, -56], [604, 483, -41]]","(421, 225, 222, 331)","(532, 390)"
61,"[[557, 555, 0], [502, 522, -30], [470, 450, -45], [447, 390, -61], [418, 350, -76], [522, 373, -24], [553, 302, -56], [575, 262, -70], [599, 225, -79], [566, 386, -25], [567, 381, -74], [539, 441, -76], [534, 454, -65], [603, 411, -33], [602, 419, -82], [569, 469, -68], [563, 469, -47], [634, 440, -43], [630, 452, -71], [602, 488, -61], [595, 488, -45]]","(418, 225, 216, 330)","(526, 390)"
62,"[[554, 558, 0], [499, 524, -31], [467, 449, -46], [446, 386, -61], [417, 345, -74], [520, 373, -23], [554, 303, -56], [576, 264, -69], [602, 227, -76], [565, 385, -23], [567, 386, -71], [536, 444, -72], [531, 450, -60], [604, 409, -30], [603, 424, -78], [568, 472, -64], [561, 467, -43], [636, 437, -39], [632, 456, -67], [603, 491, -57], [596, 488, -42]]","(417, 227, 219, 331)","(526, 392)"
63,"[[531, 556, 0], [484, 507, -25], [466, 430, -37], [452, 364, -51], [427, 325, -63], [530, 367, -12], [579, 305, -47], [608, 271, -66], [642, 239, -76], [567, 395, -16], [579, 381, -64], [538, 437, -68], [527, 444, -58], [597, 426, -26], [608, 416, -76], [563, 465, -62], [550, 466, -39], [622, 458, -38], [631, 449, -66], [596, 482, -54], [583, 485, -35]]","(427, 239, 215, 317)","(534, 397)"
