,lmList,bbox,center
35,"[[615, 532, 0], [570, 500, -29], [558, 438, -43], [604, 397, -58], [648, 372, -72], [559, 346, -29], [550, 269, -51], [547, 220, -64], [545, 181, -73], [604, 350, -33], [626, 268, -57], [641, 219, -73], [655, 182, -81], [637, 376, -41], [661, 339, -76], [633, 378, -85], [612, 406, -83], [660, 412, -51], [660, 404, -82], [636, 437, -85], [619, 460, -81]]","(545, 181, 116, 351)","(603, 356)"
36,"[[604, 519, 0], [559, 486, -29], [556, 421, -45], [609, 384, -62], [656, 361, -78], [569, 324, -30], [572, 248, -54], [577, 198, -68], [584, 158, -79], [615, 333, -36], [654, 255, -63], [678, 207, -81], [700, 169, -92], [646, 364, -45], [679, 332, -82], [646, 376, -90], [623, 408, -86], [665, 405, -56], [667, 400, -88], [640, 433, -91], [620, 455, -87]]","(556, 158, 144, 361)","(628, 338)"
37,"[[602, 521, 0], [559, 483, -32], [558, 419, -48], [613, 383, -63], [660, 360, -78], [572, 323, -32], [578, 244, -56], [585, 194, -72], [591, 154, -83], [618, 332, -36], [656, 253, -61], [681, 206, -79], [703, 170, -90], [648, 363, -43], [684, 325, -79], [652, 359, -90], [628, 384, -90], [666, 403, -52], [669, 395, -87], [638, 427, -92], [614, 447, -90]]","(558, 154, 145, 367)","(630, 337)"
38,"[[600, 522, 0], [558, 485, -34], [558, 418, -49], [614, 381, -62], [662, 358, -75], [570, 322, -31], [577, 242, -54], [584, 193, -68], [591, 153, -78], [616, 332, -34], [657, 253, -58], [684, 208, -75], [706, 173, -85], [647, 362, -39], [684, 327, -75], [654, 359, -86], [631, 382, -86], [665, 401, -47], [672, 395, -82], [642, 428, -88], [618, 450, -86]]","(558, 153, 148, 369)","(632, 337)"
39,"[[600, 524, 0], [559, 486, -31], [559, 418, -46], [613, 380, -59], [661, 358, -72], [570, 324, -28], [576, 244, -50], [581, 195, -64], [587, 154, -74], [617, 333, -32], [657, 255, -56], [683, 209, -73], [705, 173, -83], [648, 363, -39], [683, 327, -75], [649, 365, -84], [624, 391, -82], [667, 402, -48], [671, 394, -81], [641, 428, -85], [619, 450, -82]]","(559, 154, 146, 370)","(632, 339)"
40,"[[601, 524, 0], [558, 487, -31], [557, 420, -46], [610, 382, -59], [658, 360, -72], [570, 325, -30], [575, 245, -52], [581, 197, -66], [586, 156, -76], [617, 335, -34], [656, 256, -58], [682, 210, -75], [703, 175, -86], [648, 365, -41], [684, 328, -77], [652, 363, -88], [627, 389, -88], [667, 405, -51], [671, 399, -85], [640, 431, -90], [617, 453, -88]]","(557, 156, 146, 368)","(630, 340)"
41,"[[601, 522, 0], [561, 484, -32], [562, 419, -48], [616, 383, -62], [661, 359, -76], [569, 325, -30], [573, 246, -53], [577, 198, -68], [581, 158, -79], [616, 333, -34], [654, 254, -59], [679, 209, -76], [699, 173, -87], [647, 363, -41], [681, 328, -76], [653, 364, -86], [630, 389, -85], [666, 403, -51], [673, 395, -83], [644, 426, -86], [621, 448, -83]]","(561, 158, 138, 364)","(630, 340)"
42,"[[603, 523, 0], [562, 484, -31], [563, 419, -46], [616, 382, -59], [661, 358, -73], [570, 325, -29], [573, 247, -51], [577, 198, -65], [580, 158, -76], [617, 334, -33], [655, 255, -57], [679, 208, -75], [698, 173, -85], [649, 364, -41], [682, 325, -75], [654, 359, -86], [632, 384, -86], [668, 404, -50], [671, 394, -82], [642, 425, -86], [620, 446, -84]]","(562, 158, 136, 365)","(630, 340)"
43,"[[611, 526, 0], [569, 496, -32], [561, 436, -47], [607, 399, -59], [649, 374, -71], [562, 333, -29], [557, 255, -50], [555, 206, -63], [554, 165, -72], [610, 337, -32], [638, 253, -54], [656, 205, -71], [670, 167, -81], [644, 362, -38], [672, 321, -73], [651, 346, -86], [635, 366, -88], [667, 399, -46], [663, 388, -78], [637, 417, -84], [621, 439, -83]]","(554, 165, 118, 361)","(613, 345)"
44,"[[611, 530, 0], [567, 499, -28], [556, 437, -42], [600, 401, -55], [641, 378, -69], [556, 339, -29], [546, 262, -50], [541, 212, -64], [537, 171, -74], [603, 342, -35], [627, 256, -57], [640, 207, -73], [651, 168, -83], [639, 367, -43], [666, 318, -77], [640, 350, -88], [622, 375, -88], [664, 403, -53], [659, 389, -84], [633, 420, -88], [617, 444, -86]]","(537, 168, 129, 362)","(601, 349)"
45,"[[616, 533, 0], [571, 506, -28], [556, 447, -43], [596, 410, -56], [635, 384, -69], [548, 348, -30], [533, 270, -51], [525, 222, -64], [519, 181, -73], [596, 347, -35], [613, 262, -57], [623, 211, -74], [632, 171, -85], [633, 370, -42], [655, 322, -77], [635, 351, -90], [621, 375, -92], [661, 404, -52], [652, 392, -84], [628, 425, -89], [615, 450, -88]]","(519, 171, 142, 362)","(590, 352)"
46,"[[627, 547, 0], [577, 527, -33], [552, 469, -48], [591, 423, -61], [629, 389, -74], [538, 367, -26], [514, 293, -48], [500, 247, -63], [490, 206, -75], [584, 362, -29], [592, 278, -53], [596, 227, -70], [600, 185, -82], [623, 381, -36], [643, 331, -73], [623, 370, -83], [611, 400, -83], [654, 413, -45], [648, 403, -80], [626, 442, -86], [612, 469, -85]]","(490, 185, 164, 362)","(572, 366)"
47,"[[627, 549, 0], [578, 526, -30], [555, 466, -44], [597, 419, -57], [637, 388, -69], [536, 365, -25], [515, 292, -45], [501, 246, -59], [489, 207, -70], [582, 359, -30], [590, 275, -51], [595, 226, -66], [600, 187, -76], [622, 379, -38], [641, 334, -71], [623, 376, -81], [610, 408, -81], [652, 414, -48], [650, 407, -80], [631, 445, -85], [619, 472, -84]]","(489, 187, 163, 362)","(570, 368)"
48,"[[619, 546, 0], [567, 522, -25], [543, 462, -38], [580, 418, -52], [618, 390, -65], [531, 360, -24], [511, 288, -43], [498, 242, -56], [487, 204, -67], [577, 356, -31], [585, 275, -53], [588, 225, -70], [592, 184, -81], [617, 377, -41], [634, 327, -75], [613, 374, -84], [599, 410, -84], [648, 412, -53], [636, 404, -85], [615, 441, -90], [603, 469, -88]]","(487, 184, 161, 362)","(567, 365)"
49,"[[618, 544, 0], [569, 518, -26], [548, 457, -38], [587, 411, -50], [624, 380, -62], [530, 362, -23], [510, 288, -42], [497, 242, -54], [485, 203, -65], [576, 357, -29], [583, 273, -49], [587, 224, -65], [591, 185, -76], [615, 377, -38], [631, 331, -70], [612, 371, -80], [599, 403, -82], [646, 409, -50], [637, 404, -80], [618, 442, -85], [608, 469, -84]]","(485, 185, 161, 359)","(565, 364)"
50,"[[609, 539, 0], [559, 513, -21], [531, 455, -32], [566, 414, -45], [607, 390, -58], [533, 356, -26], [515, 281, -44], [504, 233, -57], [495, 194, -66], [578, 354, -33], [586, 273, -52], [589, 225, -67], [596, 189, -77], [616, 374, -43], [624, 337, -71], [600, 371, -83], [587, 401, -86], [643, 406, -54], [622, 411, -80], [597, 443, -87], [586, 466, -87]]","(495, 189, 148, 350)","(569, 364)"
51,"[[607, 535, 0], [557, 510, -25], [531, 456, -39], [569, 421, -53], [610, 398, -67], [537, 350, -26], [523, 276, -48], [516, 228, -62], [512, 189, -73], [583, 349, -33], [595, 274, -54], [600, 227, -71], [607, 190, -83], [620, 372, -42], [630, 341, -71], [607, 374, -83], [593, 400, -86], [645, 406, -53], [626, 412, -80], [603, 442, -87], [592, 462, -87]]","(512, 189, 133, 346)","(578, 362)"
52,"[[606, 532, 0], [557, 504, -24], [530, 454, -40], [561, 425, -56], [604, 407, -73], [546, 345, -29], [537, 269, -52], [533, 220, -67], [531, 179, -78], [592, 348, -37], [609, 273, -60], [617, 227, -77], [626, 190, -88], [629, 371, -47], [633, 346, -78], [607, 380, -89], [594, 406, -90], [651, 407, -59], [629, 412, -85], [604, 441, -90], [594, 460, -89]]","(530, 179, 121, 353)","(590, 355)"
53,"[[609, 528, 0], [561, 494, -20], [547, 435, -34], [588, 413, -49], [630, 404, -64], [573, 335, -26], [573, 260, -49], [576, 211, -64], [581, 172, -74], [620, 342, -35], [649, 272, -59], [667, 225, -76], [685, 188, -87], [653, 371, -46], [658, 349, -75], [630, 382, -85], [615, 407, -86], [670, 410, -59], [645, 418, -83], [617, 443, -86], [604, 459, -85]]","(547, 172, 138, 356)","(616, 350)"
54,"[[608, 528, 0], [564, 497, -25], [546, 440, -41], [584, 414, -57], [628, 401, -73], [574, 333, -31], [577, 257, -55], [581, 207, -71], [587, 167, -82], [620, 342, -38], [650, 270, -62], [669, 223, -80], [688, 187, -91], [652, 372, -47], [670, 346, -78], [637, 378, -87], [617, 404, -87], [670, 411, -58], [652, 413, -85], [623, 438, -90], [608, 456, -88]]","(546, 167, 142, 361)","(617, 347)"
55,"[[609, 529, 0], [564, 497, -25], [545, 442, -42], [582, 415, -59], [626, 402, -75], [575, 333, -31], [576, 256, -55], [580, 206, -71], [586, 167, -83], [621, 342, -38], [650, 269, -62], [668, 222, -80], [686, 186, -92], [653, 372, -48], [670, 342, -79], [640, 370, -90], [620, 396, -91], [671, 410, -59], [651, 409, -86], [621, 432, -92], [604, 450, -92]]","(545, 167, 141, 362)","(615, 348)"
56,"[[607, 532, 0], [561, 499, -27], [542, 441, -43], [579, 414, -60], [624, 400, -76], [570, 333, -31], [571, 256, -56], [574, 206, -72], [578, 165, -83], [616, 342, -38], [645, 268, -63], [663, 222, -80], [681, 185, -91], [648, 371, -47], [667, 343, -79], [633, 379, -87], [612, 407, -86], [668, 411, -59], [650, 414, -86], [620, 440, -91], [604, 458, -89]]","(542, 165, 139, 367)","(611, 348)"
57,"[[606, 533, 0], [560, 501, -26], [542, 443, -42], [581, 415, -59], [624, 399, -74], [569, 335, -30], [569, 258, -53], [572, 207, -68], [576, 167, -80], [615, 343, -37], [644, 269, -61], [662, 221, -79], [679, 184, -91], [648, 372, -46], [667, 339, -79], [635, 369, -90], [615, 395, -92], [667, 410, -57], [648, 408, -86], [618, 433, -92], [602, 452, -93]]","(542, 167, 137, 366)","(610, 350)"
58,"[[608, 537, 0], [562, 503, -26], [546, 445, -41], [586, 413, -56], [627, 394, -71], [561, 339, -26], [559, 262, -49], [559, 212, -64], [560, 172, -75], [608, 344, -33], [635, 267, -56], [651, 219, -72], [666, 183, -83], [643, 371, -43], [661, 338, -74], [631, 372, -83], [612, 399, -83], [664, 409, -55], [648, 407, -82], [620, 435, -86], [605, 455, -84]]","(546, 172, 120, 365)","(606, 354)"
59,"[[611, 538, 0], [563, 504, -25], [551, 441, -36], [595, 404, -49], [635, 380, -61], [556, 341, -23], [552, 264, -43], [550, 216, -56], [549, 176, -65], [603, 344, -29], [628, 266, -49], [642, 219, -65], [656, 183, -75], [638, 370, -38], [660, 334, -70], [633, 367, -81], [614, 394, -83], [662, 406, -49], [651, 405, -78], [623, 435, -84], [605, 458, -84]]","(549, 176, 113, 362)","(605, 357)"
60,"[[628, 549, 0], [577, 523, -33], [561, 463, -48], [605, 421, -62], [643, 392, -75], [548, 362, -26], [529, 287, -48], [519, 239, -62], [512, 199, -72], [596, 358, -29], [608, 273, -52], [616, 224, -68], [623, 182, -77], [633, 380, -36], [656, 334, -74], [636, 375, -86], [622, 405, -85], [662, 415, -45], [658, 408, -81], [634, 447, -88], [617, 472, -87]]","(512, 182, 150, 367)","(587, 365)"
61,"[[627, 552, 0], [578, 528, -29], [557, 468, -43], [598, 423, -56], [637, 395, -70], [547, 364, -27], [528, 290, -47], [517, 243, -61], [507, 203, -72], [595, 361, -33], [607, 277, -55], [614, 226, -72], [620, 186, -83], [635, 384, -42], [656, 336, -78], [634, 374, -92], [618, 404, -95], [664, 419, -53], [660, 410, -88], [637, 447, -96], [621, 475, -96]]","(507, 186, 157, 366)","(585, 369)"
62,"[[630, 553, 0], [582, 530, -28], [560, 469, -41], [603, 425, -54], [644, 396, -66], [549, 366, -25], [529, 292, -45], [517, 244, -58], [508, 205, -68], [596, 361, -31], [608, 278, -52], [614, 226, -68], [621, 186, -78], [636, 382, -39], [656, 337, -73], [634, 377, -85], [619, 409, -87], [665, 417, -49], [656, 412, -82], [633, 449, -89], [620, 474, -89]]","(508, 186, 157, 367)","(586, 369)"
63,"[[630, 553, 0], [581, 528, -27], [560, 466, -40], [602, 421, -52], [641, 390, -64], [547, 367, -25], [528, 293, -44], [515, 246, -56], [506, 207, -66], [595, 363, -31], [606, 279, -52], [612, 228, -68], [618, 188, -78], [635, 384, -40], [654, 341, -74], [632, 382, -87], [616, 414, -88], [665, 417, -50], [658, 415, -83], [635, 454, -90], [620, 481, -90]]","(506, 188, 159, 365)","(585, 370)"
