,lmList,bbox,center
35,"[[216, 468, 0], [245, 407, 8], [245, 346, 10], [255, 304, 3], [271, 267, -2], [170, 340, 38], [208, 295, 21], [240, 267, 4], [262, 243, -6], [154, 346, 22], [202, 296, -7], [226, 329, -22], [218, 350, -24], [148, 349, 3], [202, 302, -27], [222, 341, -26], [206, 361, -15], [147, 354, -14], [198, 315, -31], [213, 344, -25], [197, 365, -15]]","(147, 243, 124, 225)","(209, 355)"
36,"[[219, 465, 0], [246, 406, 7], [248, 347, 5], [259, 305, -3], [275, 267, -11], [173, 343, 35], [209, 296, 17], [244, 267, 0], [269, 244, -11], [158, 347, 19], [203, 296, -10], [228, 329, -24], [221, 353, -27], [151, 349, 1], [203, 300, -28], [224, 338, -28], [211, 362, -18], [150, 352, -16], [202, 311, -32], [218, 340, -27], [205, 364, -18]]","(150, 244, 125, 221)","(212, 354)"
37,"[[217, 466, 0], [246, 409, 6], [250, 350, 5], [262, 307, -2], [278, 267, -10], [177, 343, 36], [212, 297, 19], [246, 269, 3], [271, 245, -8], [161, 346, 21], [203, 296, -7], [229, 327, -22], [225, 349, -24], [153, 349, 3], [205, 300, -26], [225, 339, -27], [213, 363, -18], [151, 353, -14], [203, 313, -31], [219, 343, -27], [206, 366, -19]]","(151, 245, 127, 221)","(214, 355)"
38,"[[215, 466, 0], [245, 409, 6], [248, 351, 6], [260, 309, -2], [275, 271, -9], [179, 344, 36], [213, 299, 18], [245, 270, 2], [269, 245, -8], [162, 347, 21], [204, 298, -8], [229, 329, -22], [225, 350, -24], [154, 349, 3], [204, 302, -28], [225, 341, -28], [211, 365, -17], [150, 352, -15], [202, 314, -33], [217, 344, -28], [203, 366, -19]]","(150, 245, 125, 221)","(212, 355)"
39,"[[214, 464, 0], [238, 408, 5], [240, 349, 4], [249, 307, -2], [262, 268, -9], [181, 343, 35], [203, 303, 17], [229, 275, 0], [249, 251, -9], [164, 343, 21], [199, 291, -2], [235, 272, -17], [252, 253, -23], [150, 349, 4], [194, 303, -27], [212, 343, -30], [204, 369, -23], [140, 356, -12], [187, 318, -33], [202, 347, -30], [192, 368, -23]]","(140, 251, 122, 213)","(201, 357)"
40,"[[208, 471, 0], [235, 411, 10], [235, 351, 13], [243, 309, 8], [257, 269, 3], [172, 346, 42], [197, 305, 26], [224, 275, 11], [246, 252, 2], [157, 347, 26], [193, 292, 5], [231, 272, -7], [249, 255, -12], [145, 352, 6], [191, 303, -21], [210, 340, -22], [203, 366, -14], [139, 358, -12], [184, 316, -29], [199, 345, -24], [191, 368, -15]]","(139, 252, 118, 219)","(198, 361)"
41,"[[209, 470, 0], [236, 411, 9], [233, 349, 13], [236, 305, 8], [246, 264, 4], [182, 347, 48], [196, 303, 35], [217, 274, 22], [233, 249, 14], [166, 347, 33], [192, 293, 12], [224, 268, -3], [240, 245, -10], [150, 352, 15], [186, 302, -16], [202, 342, -22], [193, 369, -16], [137, 357, -2], [177, 315, -21], [192, 344, -20], [183, 366, -14]]","(137, 245, 109, 225)","(191, 357)"
42,"[[212, 468, 0], [235, 404, 8], [229, 343, 13], [226, 300, 9], [232, 260, 6], [170, 345, 45], [186, 302, 30], [206, 273, 15], [220, 248, 6], [155, 347, 31], [180, 293, 9], [210, 267, -7], [222, 243, -14], [141, 353, 12], [179, 302, -19], [198, 339, -23], [190, 364, -17], [131, 360, -5], [171, 318, -25], [187, 344, -22], [179, 365, -15]]","(131, 243, 104, 225)","(183, 355)"
43,"[[214, 465, 0], [236, 401, 10], [227, 341, 15], [223, 298, 11], [226, 257, 8], [171, 348, 50], [184, 302, 36], [203, 273, 22], [214, 248, 14], [156, 348, 34], [180, 292, 11], [208, 265, -6], [218, 241, -13], [142, 353, 14], [177, 300, -17], [195, 341, -24], [184, 368, -19], [130, 357, -3], [168, 312, -23], [185, 341, -21], [176, 364, -14]]","(130, 241, 106, 224)","(183, 353)"
44,"[[223, 457, 0], [243, 391, 11], [232, 336, 16], [226, 295, 11], [228, 255, 7], [174, 342, 47], [186, 298, 32], [204, 265, 18], [217, 238, 11], [160, 344, 30], [181, 286, 8], [209, 261, -6], [220, 241, -11], [148, 349, 10], [181, 295, -22], [203, 332, -27], [196, 361, -20], [138, 355, -8], [173, 309, -28], [192, 336, -25], [185, 361, -17]]","(138, 238, 105, 219)","(190, 347)"
45,"[[224, 460, 0], [244, 392, 12], [233, 334, 17], [229, 292, 11], [232, 252, 7], [169, 346, 46], [186, 297, 32], [207, 264, 19], [218, 237, 10], [155, 351, 29], [183, 295, 4], [213, 307, -10], [212, 320, -14], [145, 353, 10], [180, 298, -19], [206, 333, -22], [195, 360, -15], [138, 357, -8], [174, 308, -25], [195, 334, -20], [185, 359, -12]]","(138, 237, 106, 223)","(191, 348)"
46,"[[224, 457, 0], [245, 394, 12], [234, 337, 17], [230, 297, 11], [232, 256, 6], [179, 345, 52], [190, 301, 39], [206, 268, 25], [217, 241, 17], [165, 346, 35], [185, 289, 14], [213, 265, -1], [221, 247, -7], [151, 351, 14], [183, 297, -15], [205, 334, -22], [197, 362, -17], [141, 356, -4], [177, 309, -23], [196, 336, -22], [188, 361, -16]]","(141, 241, 104, 216)","(193, 349)"
47,"[[222, 458, 0], [244, 396, 9], [238, 341, 11], [237, 300, 5], [243, 261, 0], [175, 345, 37], [194, 301, 21], [217, 269, 7], [232, 244, -1], [160, 346, 21], [190, 287, 0], [222, 264, -11], [233, 246, -16], [148, 350, 2], [189, 297, -27], [211, 333, -28], [204, 361, -20], [142, 355, -15], [183, 309, -34], [202, 336, -29], [194, 361, -21]]","(142, 244, 102, 214)","(193, 351)"
48,"[[215, 462, 0], [241, 402, 3], [241, 345, 3], [245, 303, -4], [252, 262, -12], [175, 346, 36], [196, 301, 19], [222, 270, 5], [240, 246, -3], [161, 348, 24], [193, 293, 1], [225, 289, -13], [231, 288, -17], [150, 350, 7], [191, 298, -23], [213, 333, -28], [204, 360, -21], [143, 353, -8], [187, 308, -28], [205, 334, -26], [196, 359, -19]]","(143, 246, 109, 216)","(197, 354)"
49,"[[209, 464, 0], [236, 404, 10], [239, 347, 12], [249, 307, 4], [261, 268, -1], [172, 342, 41], [202, 302, 24], [231, 272, 9], [251, 249, 0], [157, 343, 25], [199, 290, 2], [234, 287, -10], [242, 283, -15], [147, 345, 5], [197, 296, -25], [218, 335, -26], [207, 361, -17], [142, 348, -14], [192, 309, -33], [208, 339, -28], [196, 362, -20]]","(142, 249, 119, 215)","(201, 356)"
50,"[[185, 477, 0], [216, 419, 5], [227, 359, 5], [245, 317, -3], [263, 278, -11], [166, 345, 40], [198, 305, 23], [232, 282, 7], [260, 262, -2], [150, 344, 26], [195, 297, 4], [232, 285, -9], [251, 272, -14], [137, 348, 7], [190, 308, -20], [202, 348, -23], [192, 373, -16], [128, 354, -11], [181, 319, -27], [191, 349, -23], [179, 371, -16]]","(128, 262, 135, 215)","(195, 369)"
51,"[[178, 474, 0], [210, 418, 4], [221, 359, 3], [238, 317, -4], [258, 278, -12], [163, 342, 33], [195, 305, 14], [227, 281, -3], [251, 261, -14], [145, 342, 19], [190, 295, -3], [230, 282, -17], [251, 269, -22], [131, 347, 1], [184, 306, -29], [200, 347, -28], [190, 372, -19], [120, 355, -16], [173, 323, -35], [185, 353, -30], [173, 374, -21]]","(120, 261, 138, 213)","(189, 367)"
52,"[[164, 476, 0], [196, 417, 8], [207, 357, 9], [225, 316, 2], [246, 279, -5], [144, 341, 39], [180, 304, 20], [214, 280, 2], [240, 260, -9], [127, 342, 23], [176, 294, -1], [216, 285, -16], [236, 272, -23], [113, 347, 2], [172, 308, -28], [186, 351, -30], [173, 376, -21], [105, 355, -17], [161, 324, -36], [172, 356, -31], [158, 376, -22]]","(105, 260, 141, 216)","(175, 368)"
53,"[[162, 479, 0], [196, 421, 6], [207, 360, 6], [223, 318, 0], [244, 281, -7], [137, 341, 34], [178, 304, 15], [212, 280, -1], [239, 261, -12], [120, 343, 20], [175, 295, -3], [213, 294, -17], [227, 285, -21], [110, 347, 1], [173, 309, -29], [186, 352, -29], [173, 374, -20], [106, 354, -16], [163, 324, -35], [172, 357, -29], [156, 376, -19]]","(106, 261, 138, 218)","(175, 370)"
54,"[[159, 479, 0], [194, 421, 9], [205, 361, 10], [222, 319, 3], [244, 283, -3], [143, 343, 38], [180, 306, 20], [214, 283, 4], [239, 262, -7], [125, 343, 22], [176, 295, 0], [215, 290, -14], [231, 280, -20], [113, 346, 2], [172, 307, -28], [186, 351, -28], [172, 376, -20], [106, 353, -16], [161, 321, -36], [172, 355, -30], [157, 376, -21]]","(106, 262, 138, 217)","(175, 370)"
55,"[[136, 483, 0], [181, 434, 4], [207, 373, 3], [231, 337, -3], [259, 309, -9], [154, 327, 24], [195, 310, 9], [229, 302, -5], [258, 294, -17], [130, 324, 11], [188, 306, -6], [228, 303, -17], [254, 296, -24], [111, 332, -4], [175, 324, -24], [182, 363, -23], [172, 383, -18], [99, 346, -21], [158, 344, -33], [163, 373, -30], [150, 388, -25]]","(99, 294, 160, 189)","(179, 388)"
56,"[[136, 483, 0], [181, 437, 3], [207, 377, 2], [230, 341, -3], [258, 313, -9], [159, 333, 23], [201, 317, 6], [234, 308, -9], [261, 300, -21], [136, 326, 10], [191, 310, -8], [231, 310, -21], [258, 301, -27], [115, 331, -4], [177, 329, -28], [181, 368, -26], [168, 384, -20], [100, 345, -21], [157, 348, -36], [160, 377, -32], [146, 388, -26]]","(100, 300, 161, 183)","(180, 391)"
57,"[[131, 481, 0], [175, 435, 3], [200, 375, 3], [224, 338, -2], [254, 308, -8], [148, 334, 26], [190, 317, 10], [224, 306, -5], [251, 296, -17], [126, 329, 13], [182, 308, -5], [222, 307, -18], [247, 295, -25], [107, 335, -2], [170, 324, -27], [175, 364, -24], [161, 380, -17], [94, 349, -18], [151, 341, -36], [156, 371, -30], [139, 383, -22]]","(94, 295, 160, 186)","(174, 388)"
58,"[[129, 482, 0], [173, 436, 4], [199, 375, 3], [222, 338, -2], [253, 307, -9], [142, 334, 23], [187, 315, 7], [222, 303, -8], [250, 292, -20], [120, 330, 10], [180, 309, -7], [223, 306, -19], [250, 296, -26], [103, 337, -5], [170, 325, -28], [175, 364, -25], [162, 381, -18], [94, 351, -21], [153, 342, -37], [156, 372, -31], [140, 385, -23]]","(94, 292, 159, 190)","(173, 387)"
59,"[[130, 479, 0], [175, 432, 4], [199, 373, 4], [223, 337, -2], [253, 308, -8], [148, 332, 24], [191, 314, 9], [225, 303, -6], [252, 292, -18], [126, 327, 12], [184, 308, -5], [224, 304, -17], [250, 294, -24], [107, 333, -3], [171, 323, -25], [177, 362, -24], [165, 379, -18], [95, 347, -19], [151, 340, -34], [155, 369, -29], [141, 383, -22]]","(95, 292, 158, 187)","(174, 385)"
60,"[[130, 478, 0], [174, 433, 1], [200, 374, -1], [223, 337, -8], [253, 306, -16], [146, 331, 21], [189, 313, 3], [224, 303, -12], [252, 293, -24], [124, 327, 9], [183, 307, -8], [224, 305, -20], [250, 295, -26], [106, 334, -4], [170, 323, -27], [177, 360, -26], [166, 376, -19], [95, 348, -19], [153, 341, -36], [158, 369, -31], [144, 382, -24]]","(95, 293, 158, 185)","(174, 385)"
61,"[[130, 478, 0], [174, 432, 3], [199, 373, 2], [222, 336, -4], [254, 308, -11], [145, 330, 22], [189, 313, 6], [225, 303, -9], [253, 293, -21], [123, 326, 10], [183, 307, -7], [225, 305, -19], [250, 296, -25], [106, 334, -4], [171, 323, -27], [177, 361, -25], [165, 377, -19], [95, 348, -20], [153, 340, -36], [158, 369, -30], [143, 383, -23]]","(95, 293, 159, 185)","(174, 385)"
62,"[[130, 475, 0], [174, 430, 2], [200, 370, 2], [223, 334, -3], [251, 307, -8], [153, 331, 24], [191, 312, 9], [224, 302, -6], [251, 292, -18], [130, 326, 13], [184, 306, -4], [223, 305, -16], [247, 295, -22], [110, 331, -2], [168, 319, -24], [174, 356, -22], [162, 372, -16], [94, 344, -17], [149, 338, -33], [154, 367, -28], [139, 379, -22]]","(94, 292, 157, 183)","(172, 383)"
63,"[[129, 473, 0], [172, 435, -6], [197, 379, -7], [218, 340, -12], [243, 312, -16], [173, 339, 23], [201, 317, 10], [228, 309, -2], [251, 302, -11], [150, 331, 18], [185, 307, 2], [218, 305, -7], [242, 298, -11], [124, 333, 8], [162, 316, -14], [169, 352, -15], [164, 372, -9], [97, 341, -2], [139, 335, -20], [145, 363, -18], [135, 378, -13]]","(97, 298, 154, 175)","(174, 385)"
