,lmList,bbox,center
11,"[[248, 435, 0], [290, 411, -7], [322, 380, -14], [342, 346, -23], [334, 315, -28], [286, 327, 11], [328, 325, -10], [319, 358, -24], [301, 364, -31], [267, 323, 5], [314, 325, -15], [305, 362, -21], [288, 364, -20], [250, 324, -4], [299, 329, -27], [291, 364, -22], [272, 367, -14], [236, 328, -15], [283, 332, -27], [277, 357, -22], [259, 362, -14]]","(236, 315, 106, 120)","(289, 375)"
12,"[[249, 435, 0], [292, 411, -7], [324, 379, -13], [343, 345, -22], [334, 316, -26], [289, 325, 11], [328, 324, -10], [320, 357, -23], [302, 364, -30], [270, 321, 5], [315, 326, -14], [306, 362, -19], [288, 364, -19], [252, 322, -3], [300, 329, -25], [291, 364, -21], [272, 367, -13], [237, 328, -13], [282, 331, -25], [278, 356, -20], [260, 362, -12]]","(237, 316, 106, 119)","(290, 375)"
13,"[[249, 436, 0], [292, 412, -8], [325, 378, -14], [344, 344, -22], [336, 315, -26], [282, 323, 10], [327, 323, -11], [319, 357, -25], [301, 363, -32], [265, 319, 5], [317, 324, -16], [308, 361, -22], [291, 363, -21], [251, 321, -4], [304, 330, -26], [295, 364, -22], [276, 367, -14], [240, 327, -14], [289, 334, -26], [283, 359, -21], [264, 364, -14]]","(240, 315, 104, 121)","(292, 375)"
14,"[[252, 434, 0], [294, 410, -7], [325, 377, -13], [343, 345, -21], [337, 315, -26], [286, 322, 11], [330, 321, -9], [322, 355, -23], [304, 362, -30], [269, 319, 6], [318, 322, -14], [310, 359, -20], [292, 362, -19], [254, 321, -3], [306, 328, -25], [297, 362, -21], [278, 366, -13], [242, 328, -14], [290, 332, -26], [285, 358, -21], [266, 363, -13]]","(242, 315, 101, 119)","(292, 374)"
15,"[[252, 435, 0], [294, 410, -6], [324, 377, -12], [343, 344, -21], [336, 314, -25], [285, 323, 12], [327, 321, -9], [320, 354, -23], [302, 361, -30], [267, 320, 6], [316, 322, -14], [309, 358, -19], [292, 361, -19], [252, 322, -4], [303, 327, -26], [295, 362, -21], [277, 365, -13], [240, 328, -15], [287, 332, -27], [282, 357, -21], [264, 362, -14]]","(240, 314, 103, 121)","(291, 374)"
16,"[[251, 434, 0], [293, 412, -7], [326, 380, -14], [346, 345, -23], [336, 316, -29], [292, 328, 10], [330, 325, -11], [322, 358, -25], [303, 365, -31], [273, 323, 5], [317, 325, -16], [309, 362, -20], [290, 364, -19], [256, 323, -4], [302, 328, -28], [295, 364, -23], [275, 367, -14], [240, 328, -15], [286, 331, -28], [281, 357, -22], [262, 363, -14]]","(240, 316, 106, 118)","(293, 375)"
17,"[[250, 435, 0], [293, 412, -8], [327, 379, -15], [346, 344, -23], [336, 315, -28], [291, 327, 9], [331, 325, -12], [321, 358, -25], [303, 364, -31], [271, 322, 4], [316, 324, -16], [307, 361, -21], [289, 362, -20], [254, 323, -4], [300, 328, -27], [292, 363, -23], [273, 365, -14], [238, 328, -14], [283, 331, -27], [278, 357, -21], [260, 362, -13]]","(238, 315, 108, 120)","(292, 375)"
18,"[[245, 427, 0], [285, 411, -15], [322, 375, -22], [338, 337, -30], [322, 310, -34], [296, 322, 0], [326, 315, -20], [317, 351, -31], [301, 356, -36], [273, 316, 0], [304, 317, -21], [295, 357, -24], [280, 355, -22], [250, 318, -6], [283, 322, -29], [276, 359, -23], [261, 360, -13], [228, 323, -14], [261, 327, -27], [259, 354, -21], [243, 357, -13]]","(228, 310, 110, 117)","(283, 368)"
19,"[[239, 427, 0], [279, 414, -17], [318, 380, -26], [332, 339, -34], [314, 311, -38], [302, 326, -2], [326, 316, -22], [316, 350, -31], [302, 354, -33], [276, 319, -2], [300, 313, -22], [291, 355, -24], [277, 353, -20], [250, 320, -6], [273, 319, -29], [269, 357, -22], [255, 357, -12], [223, 323, -12], [250, 324, -25], [250, 351, -18], [237, 354, -9]]","(223, 311, 109, 116)","(277, 369)"
20,"[[236, 424, 0], [276, 414, -18], [318, 380, -26], [327, 336, -33], [307, 308, -36], [304, 332, -5], [325, 311, -26], [316, 346, -35], [304, 357, -37], [277, 324, -4], [297, 308, -27], [289, 353, -29], [277, 356, -26], [249, 323, -8], [269, 313, -34], [265, 356, -27], [254, 360, -15], [220, 324, -13], [244, 318, -28], [245, 349, -19], [235, 355, -8]]","(220, 308, 107, 116)","(273, 366)"
21,"[[238, 430, 0], [278, 415, -17], [318, 378, -25], [330, 336, -33], [307, 309, -37], [301, 330, -3], [322, 310, -25], [314, 348, -34], [301, 355, -37], [274, 324, -4], [295, 309, -26], [288, 356, -29], [276, 357, -26], [247, 324, -9], [268, 313, -34], [266, 357, -26], [253, 360, -15], [218, 326, -15], [244, 318, -29], [245, 348, -20], [232, 353, -8]]","(218, 309, 112, 121)","(274, 369)"
22,"[[235, 430, 0], [277, 415, -17], [318, 379, -26], [329, 337, -33], [308, 310, -37], [303, 327, -1], [325, 311, -22], [315, 347, -31], [302, 355, -35], [276, 321, -2], [297, 310, -23], [289, 355, -26], [278, 356, -23], [249, 321, -6], [269, 314, -31], [267, 357, -24], [255, 361, -13], [219, 324, -12], [243, 320, -26], [246, 350, -17], [236, 357, -7]]","(219, 310, 110, 120)","(274, 370)"
23,"[[235, 433, 0], [276, 417, -17], [317, 381, -25], [327, 338, -33], [305, 310, -36], [304, 333, -1], [324, 311, -23], [315, 348, -33], [302, 357, -37], [276, 327, -2], [295, 309, -24], [288, 355, -28], [276, 357, -26], [248, 326, -7], [265, 312, -32], [264, 356, -24], [253, 360, -12], [218, 328, -13], [239, 317, -26], [241, 347, -16], [231, 354, -4]]","(218, 309, 109, 124)","(272, 371)"
24,"[[235, 436, 0], [274, 419, -19], [313, 382, -28], [325, 339, -37], [305, 309, -40], [303, 331, -3], [323, 310, -25], [313, 348, -34], [300, 355, -37], [276, 324, -3], [294, 309, -25], [286, 355, -28], [275, 355, -24], [248, 324, -7], [264, 314, -32], [263, 358, -24], [253, 360, -12], [218, 327, -12], [238, 318, -26], [241, 349, -16], [232, 355, -4]]","(218, 309, 107, 127)","(271, 372)"
25,"[[237, 437, 0], [276, 421, -18], [315, 383, -26], [322, 340, -33], [303, 310, -36], [308, 336, -1], [327, 310, -23], [316, 348, -33], [305, 358, -36], [281, 328, -2], [298, 307, -24], [290, 353, -27], [280, 356, -24], [253, 328, -6], [267, 311, -32], [265, 355, -23], [256, 360, -11], [222, 330, -12], [240, 317, -26], [243, 348, -15], [235, 355, -3]]","(222, 307, 105, 130)","(274, 372)"
26,"[[236, 437, 0], [274, 420, -18], [313, 382, -26], [322, 339, -34], [303, 309, -37], [309, 337, -1], [328, 312, -23], [316, 349, -33], [305, 357, -36], [283, 329, -2], [299, 308, -24], [289, 352, -27], [280, 353, -23], [255, 328, -7], [268, 312, -32], [265, 355, -23], [257, 358, -11], [225, 329, -13], [241, 318, -26], [242, 347, -15], [235, 353, -3]]","(225, 308, 103, 129)","(276, 372)"
27,"[[237, 435, 0], [278, 418, -16], [315, 382, -23], [323, 341, -31], [306, 310, -35], [309, 335, 0], [327, 311, -23], [315, 347, -34], [304, 358, -37], [282, 328, -2], [297, 308, -24], [289, 351, -28], [280, 356, -25], [254, 327, -7], [268, 312, -32], [265, 354, -25], [258, 361, -13], [224, 328, -13], [241, 317, -27], [243, 346, -17], [236, 354, -6]]","(224, 308, 103, 127)","(275, 371)"
28,"[[236, 434, 0], [274, 419, -19], [314, 383, -28], [323, 339, -37], [303, 309, -40], [309, 336, -3], [327, 311, -25], [316, 348, -35], [304, 358, -38], [283, 328, -2], [296, 308, -24], [288, 353, -27], [279, 355, -24], [255, 327, -6], [266, 312, -31], [264, 355, -23], [257, 359, -11], [224, 328, -11], [239, 319, -25], [241, 349, -15], [235, 354, -3]]","(224, 308, 103, 126)","(275, 371)"
29,"[[232, 437, 0], [271, 422, -18], [312, 382, -26], [324, 339, -33], [303, 311, -36], [303, 331, -2], [324, 310, -24], [313, 349, -33], [300, 356, -37], [276, 324, -2], [294, 310, -23], [285, 355, -27], [274, 355, -24], [247, 324, -7], [264, 314, -30], [262, 357, -23], [251, 359, -12], [218, 327, -12], [238, 319, -24], [240, 348, -15], [229, 353, -4]]","(218, 310, 106, 127)","(271, 373)"
30,"[[233, 439, 0], [276, 420, -17], [316, 382, -26], [331, 340, -35], [311, 312, -40], [301, 325, 0], [325, 311, -23], [315, 350, -35], [300, 356, -39], [274, 319, -2], [298, 312, -24], [289, 358, -27], [276, 358, -24], [246, 320, -8], [272, 318, -32], [267, 361, -25], [252, 362, -15], [219, 324, -15], [247, 324, -28], [246, 353, -20], [231, 356, -10]]","(219, 311, 112, 128)","(275, 375)"
31,"[[231, 443, 0], [279, 414, -10], [313, 378, -18], [333, 340, -28], [319, 311, -35], [277, 314, 3], [317, 311, -19], [308, 349, -31], [291, 352, -37], [254, 310, -1], [299, 316, -23], [291, 359, -27], [274, 357, -26], [233, 314, -11], [279, 323, -35], [273, 363, -28], [254, 365, -18], [214, 323, -21], [257, 329, -34], [254, 358, -26], [236, 362, -17]]","(214, 310, 119, 133)","(273, 376)"
32,"[[230, 443, 0], [278, 412, -10], [312, 376, -18], [331, 339, -28], [317, 310, -33], [272, 312, 6], [315, 312, -16], [307, 350, -29], [289, 354, -36], [250, 308, 1], [298, 318, -20], [289, 360, -25], [272, 359, -24], [230, 312, -7], [278, 325, -31], [271, 365, -26], [253, 366, -17], [213, 322, -17], [257, 330, -30], [253, 357, -24], [235, 361, -16]]","(213, 308, 118, 135)","(272, 375)"
33,"[[230, 442, 0], [277, 414, -12], [311, 379, -20], [330, 342, -31], [319, 313, -36], [274, 314, 5], [316, 312, -18], [309, 351, -31], [290, 355, -38], [252, 309, 0], [298, 317, -21], [290, 360, -26], [272, 358, -24], [231, 314, -7], [278, 326, -32], [271, 365, -26], [254, 366, -17], [214, 323, -17], [257, 332, -31], [254, 359, -25], [236, 363, -16]]","(214, 309, 116, 133)","(272, 375)"
34,"[[231, 441, 0], [279, 412, -10], [314, 377, -17], [332, 340, -27], [318, 313, -32], [274, 312, 5], [316, 311, -17], [309, 350, -30], [291, 356, -36], [251, 308, 1], [297, 319, -20], [289, 361, -26], [272, 362, -25], [231, 313, -7], [278, 327, -31], [271, 366, -27], [254, 368, -18], [213, 324, -17], [257, 333, -30], [254, 359, -25], [237, 364, -17]]","(213, 308, 119, 133)","(272, 374)"
35,"[[231, 440, 0], [278, 412, -12], [314, 376, -20], [333, 338, -30], [317, 312, -36], [276, 312, 5], [317, 311, -17], [309, 349, -31], [293, 355, -37], [253, 308, 1], [297, 319, -20], [289, 361, -25], [273, 360, -24], [232, 313, -6], [277, 327, -30], [271, 365, -25], [254, 367, -17], [214, 323, -15], [256, 332, -28], [253, 358, -23], [236, 362, -15]]","(214, 308, 119, 132)","(273, 374)"
36,"[[227, 437, 0], [267, 421, -19], [307, 383, -27], [315, 342, -35], [297, 315, -37], [292, 327, -1], [315, 312, -23], [305, 349, -32], [293, 354, -35], [265, 321, -1], [286, 310, -23], [278, 354, -24], [268, 354, -20], [238, 322, -6], [257, 319, -30], [254, 360, -21], [244, 361, -10], [209, 327, -12], [230, 326, -25], [231, 356, -16], [222, 360, -6]]","(209, 310, 106, 127)","(262, 373)"
37,"[[225, 439, 0], [265, 424, -19], [307, 386, -28], [311, 343, -35], [288, 316, -38], [295, 335, -4], [313, 312, -26], [303, 350, -36], [294, 361, -39], [267, 328, -4], [281, 308, -26], [276, 354, -29], [268, 360, -26], [239, 329, -7], [250, 312, -32], [250, 357, -24], [243, 366, -11], [207, 332, -12], [221, 319, -26], [226, 351, -15], [222, 360, -4]]","(207, 308, 106, 131)","(260, 373)"
38,"[[229, 442, 0], [268, 426, -20], [308, 387, -30], [314, 345, -38], [293, 317, -41], [296, 330, -7], [316, 314, -29], [305, 354, -38], [293, 361, -42], [267, 325, -7], [286, 311, -29], [279, 359, -33], [268, 362, -30], [238, 326, -10], [255, 316, -35], [255, 361, -26], [244, 366, -15], [208, 331, -15], [227, 324, -28], [231, 354, -19], [224, 361, -7]]","(208, 311, 108, 131)","(262, 376)"
39,"[[228, 440, 0], [270, 421, -18], [310, 385, -27], [315, 344, -35], [293, 318, -39], [296, 330, -4], [315, 313, -25], [306, 352, -34], [295, 359, -38], [267, 324, -4], [285, 310, -26], [279, 356, -29], [269, 359, -27], [239, 326, -9], [254, 316, -33], [254, 360, -25], [244, 365, -13], [208, 331, -14], [225, 322, -27], [230, 352, -17], [224, 360, -5]]","(208, 310, 107, 130)","(261, 375)"
40,"[[228, 438, 0], [269, 421, -19], [308, 385, -30], [316, 344, -38], [297, 316, -43], [293, 323, -8], [315, 312, -29], [307, 351, -38], [293, 359, -42], [265, 316, -8], [285, 311, -29], [280, 358, -31], [268, 359, -29], [236, 318, -11], [256, 321, -35], [255, 363, -27], [244, 365, -17], [207, 325, -16], [229, 329, -30], [233, 358, -22], [223, 361, -12]]","(207, 311, 109, 127)","(261, 374)"
41,"[[228, 439, 0], [276, 412, -10], [310, 372, -19], [324, 334, -28], [309, 308, -34], [266, 306, -4], [308, 307, -26], [301, 346, -37], [284, 351, -42], [243, 304, -9], [289, 314, -29], [283, 357, -32], [266, 356, -31], [222, 311, -17], [271, 325, -39], [266, 364, -32], [248, 365, -24], [206, 324, -26], [251, 337, -38], [248, 363, -32], [230, 367, -25]]","(206, 304, 118, 135)","(265, 371)"
42,"[[227, 437, 0], [274, 408, -12], [306, 370, -21], [321, 333, -32], [306, 307, -38], [259, 304, -2], [305, 305, -26], [301, 344, -40], [284, 352, -47], [237, 301, -6], [289, 314, -29], [283, 355, -33], [266, 358, -32], [219, 309, -15], [272, 326, -37], [266, 363, -32], [249, 367, -24], [205, 323, -24], [252, 336, -37], [249, 361, -32], [232, 365, -25]]","(205, 301, 116, 136)","(263, 369)"
43,"[[225, 439, 0], [270, 411, -11], [303, 374, -21], [319, 336, -31], [305, 308, -37], [261, 309, 1], [306, 310, -22], [301, 347, -35], [284, 354, -42], [238, 304, -3], [288, 317, -25], [282, 357, -30], [265, 359, -29], [219, 310, -11], [270, 328, -34], [264, 365, -29], [247, 367, -22], [204, 322, -21], [249, 339, -34], [246, 364, -31], [228, 366, -26]]","(204, 304, 115, 135)","(261, 371)"
44,"[[226, 437, 0], [272, 411, -13], [307, 373, -22], [321, 335, -33], [304, 309, -39], [267, 309, 0], [309, 309, -25], [303, 347, -37], [286, 354, -44], [243, 305, -4], [289, 315, -27], [282, 358, -30], [266, 356, -28], [222, 311, -13], [270, 327, -36], [264, 364, -30], [247, 364, -21], [206, 323, -22], [248, 338, -35], [245, 363, -31], [228, 365, -24]]","(206, 305, 115, 132)","(263, 371)"
45,"[[225, 440, 0], [271, 414, -11], [306, 376, -19], [323, 337, -29], [307, 311, -35], [268, 308, 2], [310, 312, -21], [303, 349, -34], [286, 355, -41], [244, 303, -2], [290, 319, -24], [283, 360, -29], [266, 359, -28], [224, 308, -11], [270, 330, -33], [264, 367, -28], [247, 367, -21], [207, 320, -22], [249, 340, -35], [246, 365, -31], [229, 366, -24]]","(207, 303, 116, 137)","(265, 371)"
46,"[[227, 441, 0], [269, 424, -15], [309, 385, -24], [317, 346, -33], [295, 322, -37], [293, 319, -2], [321, 320, -23], [309, 357, -34], [292, 361, -41], [265, 311, -4], [291, 322, -22], [282, 363, -26], [269, 360, -25], [238, 314, -10], [262, 329, -29], [259, 368, -22], [246, 367, -15], [212, 324, -18], [237, 338, -29], [238, 365, -23], [226, 365, -16]]","(212, 311, 109, 130)","(266, 376)"
47,"[[227, 439, 0], [269, 425, -19], [311, 389, -28], [316, 348, -36], [294, 321, -41], [297, 329, -5], [318, 317, -27], [309, 354, -38], [296, 363, -42], [268, 322, -5], [287, 313, -28], [282, 358, -32], [270, 363, -31], [239, 323, -9], [257, 320, -34], [258, 363, -28], [247, 369, -17], [209, 330, -15], [230, 327, -29], [235, 358, -21], [228, 365, -11]]","(209, 313, 109, 126)","(263, 376)"
48,"[[231, 438, 0], [272, 424, -20], [313, 388, -29], [315, 345, -37], [293, 318, -40], [303, 333, -5], [322, 318, -27], [313, 354, -37], [302, 362, -42], [274, 325, -5], [291, 310, -27], [285, 355, -31], [275, 361, -28], [245, 325, -9], [261, 317, -34], [260, 361, -27], [250, 368, -16], [214, 329, -14], [234, 325, -29], [237, 356, -21], [229, 362, -10]]","(214, 310, 108, 128)","(268, 374)"
49,"[[230, 438, 0], [269, 424, -19], [309, 388, -29], [313, 346, -36], [294, 317, -39], [299, 334, -6], [319, 315, -28], [311, 351, -38], [298, 363, -41], [272, 325, -5], [289, 308, -27], [284, 354, -31], [273, 360, -27], [243, 325, -9], [258, 316, -34], [258, 360, -27], [249, 367, -16], [213, 329, -14], [231, 323, -29], [236, 354, -20], [228, 361, -9]]","(213, 308, 106, 130)","(266, 373)"
50,"[[229, 438, 0], [269, 423, -20], [308, 387, -29], [312, 344, -38], [292, 315, -41], [300, 334, -4], [319, 315, -27], [310, 351, -38], [298, 362, -42], [272, 325, -3], [289, 309, -25], [283, 354, -29], [273, 359, -26], [244, 325, -8], [259, 315, -33], [258, 358, -26], [249, 365, -15], [213, 329, -13], [231, 323, -28], [236, 353, -19], [229, 360, -9]]","(213, 309, 106, 129)","(266, 373)"
51,"[[227, 436, 0], [267, 422, -18], [305, 388, -27], [304, 346, -35], [283, 318, -39], [305, 343, -5], [318, 314, -27], [307, 351, -37], [300, 364, -40], [276, 334, -5], [285, 307, -28], [277, 352, -31], [272, 361, -27], [247, 331, -9], [253, 310, -35], [251, 355, -25], [248, 366, -13], [216, 331, -15], [224, 317, -29], [227, 348, -19], [225, 358, -8]]","(216, 307, 102, 129)","(267, 371)"
52,"[[228, 437, 0], [269, 420, -19], [305, 388, -29], [306, 347, -38], [285, 319, -42], [306, 343, -3], [319, 317, -28], [307, 352, -39], [299, 364, -42], [278, 333, -4], [285, 311, -28], [277, 356, -31], [273, 361, -27], [249, 330, -8], [253, 311, -35], [251, 355, -26], [248, 363, -13], [217, 329, -14], [224, 317, -29], [227, 347, -20], [226, 355, -8]]","(217, 311, 102, 126)","(268, 374)"
53,"[[229, 435, 0], [268, 422, -19], [306, 389, -28], [305, 347, -36], [286, 319, -39], [307, 342, -4], [319, 315, -27], [307, 351, -37], [300, 363, -40], [279, 332, -4], [287, 309, -28], [278, 354, -30], [274, 359, -26], [250, 329, -9], [254, 312, -36], [251, 357, -27], [250, 364, -14], [218, 328, -14], [225, 318, -30], [227, 350, -21], [227, 357, -9]]","(218, 309, 101, 126)","(268, 372)"
54,"[[230, 435, 0], [270, 422, -18], [308, 389, -26], [307, 348, -33], [287, 320, -36], [309, 344, -4], [323, 316, -26], [310, 352, -35], [303, 365, -38], [281, 334, -4], [289, 310, -26], [280, 354, -28], [275, 361, -24], [252, 330, -9], [257, 310, -34], [253, 354, -24], [250, 364, -12], [220, 329, -14], [227, 315, -29], [229, 346, -19], [228, 356, -8]]","(220, 310, 103, 125)","(271, 372)"
55,"[[231, 435, 0], [270, 422, -19], [309, 389, -29], [309, 347, -37], [286, 318, -41], [310, 344, -6], [324, 316, -30], [311, 353, -40], [303, 365, -44], [281, 334, -6], [290, 309, -30], [280, 356, -33], [274, 361, -29], [252, 330, -11], [258, 310, -37], [254, 355, -27], [250, 363, -14], [220, 328, -17], [228, 317, -31], [230, 348, -21], [229, 355, -9]]","(220, 309, 104, 126)","(272, 372)"
56,"[[227, 436, 0], [267, 420, -18], [307, 384, -27], [317, 344, -35], [298, 314, -39], [301, 328, -4], [321, 313, -25], [308, 351, -35], [295, 357, -40], [274, 320, -4], [289, 308, -25], [280, 355, -29], [270, 355, -27], [244, 320, -8], [259, 312, -32], [258, 356, -25], [248, 357, -15], [213, 324, -14], [230, 320, -28], [234, 349, -19], [226, 352, -9]]","(213, 308, 108, 128)","(267, 372)"
57,"[[225, 434, 0], [266, 420, -20], [309, 382, -29], [319, 339, -37], [297, 311, -41], [299, 326, -4], [322, 310, -25], [311, 348, -36], [298, 356, -40], [271, 318, -3], [291, 307, -24], [283, 352, -28], [271, 354, -25], [242, 318, -7], [260, 314, -31], [258, 356, -24], [248, 359, -14], [212, 322, -13], [233, 320, -26], [236, 350, -18], [227, 355, -7]]","(212, 307, 110, 127)","(267, 370)"
58,"[[226, 436, 0], [270, 413, -16], [306, 373, -25], [318, 329, -35], [297, 301, -41], [278, 315, -4], [305, 303, -25], [300, 342, -34], [286, 349, -38], [252, 311, -6], [281, 306, -26], [277, 352, -28], [263, 352, -26], [227, 314, -12], [260, 314, -36], [258, 357, -29], [242, 360, -19], [202, 323, -18], [238, 323, -33], [239, 352, -25], [222, 356, -16]]","(202, 301, 116, 135)","(260, 368)"
59,"[[224, 436, 0], [268, 413, -16], [304, 372, -23], [317, 329, -32], [297, 302, -36], [279, 316, 1], [308, 307, -21], [302, 344, -32], [285, 349, -37], [253, 311, 0], [283, 306, -22], [277, 351, -26], [261, 350, -24], [228, 314, -6], [259, 315, -33], [256, 357, -27], [239, 358, -17], [203, 321, -14], [236, 325, -30], [236, 354, -23], [219, 356, -14]]","(203, 302, 114, 134)","(260, 369)"
60,"[[224, 435, 0], [268, 412, -16], [306, 372, -24], [317, 329, -32], [294, 302, -37], [281, 316, 0], [310, 304, -22], [303, 342, -33], [286, 348, -37], [254, 312, -2], [283, 303, -24], [278, 349, -27], [261, 350, -25], [228, 314, -8], [258, 312, -34], [256, 356, -27], [239, 358, -16], [201, 322, -16], [234, 323, -30], [234, 352, -22], [218, 356, -13]]","(201, 302, 116, 133)","(259, 368)"
61,"[[225, 435, 0], [270, 412, -15], [307, 370, -23], [319, 326, -31], [298, 300, -35], [282, 316, 1], [311, 305, -20], [304, 343, -32], [287, 348, -37], [256, 310, 0], [284, 305, -21], [278, 349, -25], [262, 348, -23], [231, 313, -5], [259, 314, -31], [257, 355, -26], [241, 356, -16], [206, 319, -13], [236, 322, -27], [237, 349, -20], [221, 352, -11]]","(206, 300, 113, 135)","(262, 367)"
62,"[[227, 432, 0], [272, 410, -16], [308, 371, -25], [321, 328, -33], [299, 301, -38], [285, 315, -1], [312, 303, -23], [306, 341, -34], [290, 349, -39], [258, 309, -2], [286, 304, -24], [280, 349, -27], [265, 349, -25], [232, 312, -8], [261, 313, -33], [259, 355, -27], [243, 357, -17], [206, 319, -15], [237, 323, -30], [238, 351, -23], [223, 354, -14]]","(206, 301, 115, 131)","(263, 366)"
63,"[[221, 432, 0], [261, 417, -20], [300, 379, -29], [299, 335, -36], [278, 306, -38], [293, 332, -2], [308, 305, -25], [300, 343, -34], [292, 353, -36], [264, 324, -1], [277, 302, -25], [271, 348, -27], [263, 351, -23], [235, 324, -5], [246, 310, -32], [245, 354, -24], [238, 358, -11], [204, 325, -11], [217, 315, -25], [220, 347, -15], [215, 353, -3]]","(204, 302, 104, 130)","(256, 367)"
